page_id,violations,passes,total_checks,failure_rate
386,2,187,189,0.010582010582010581
387,4,353,357,0.011204481792717087
388,1,479,480,0.0020833333333333333
389,5,377,382,0.013089005235602094
390,6,161,167,0.03592814371257485
391,1,826,827,0.0012091898428053204
392,1,603,604,0.0016556291390728477
393,15,899,914,0.016411378555798686
394,1,339,340,0.0029411764705882353
396,2,363,365,0.005479452054794521
398,26,482,508,0.051181102362204724
402,2,391,393,0.005089058524173028
403,2,355,357,0.0056022408963585435
404,2,335,337,0.005934718100890208
406,5,526,531,0.009416195856873822
407,6,419,425,0.01411764705882353
408,4,399,403,0.009925558312655087
409,1,333,334,0.0029940119760479044
410,7,358,365,0.019178082191780823
411,1,668,669,0.0014947683109118087
413,27,1003,1030,0.02621359223300971
414,6,419,425,0.01411764705882353
415,3,268,271,0.01107011070110701
416,4,512,516,0.007751937984496124
417,12,321,333,0.036036036036036036
418,3,268,271,0.01107011070110701
419,0,569,569,0.0
420,2,88,90,0.022222222222222223
421,12,489,501,0.023952095808383235
422,3,268,271,0.01107011070110701
423,3,268,271,0.01107011070110701
424,3,268,271,0.01107011070110701
425,3,268,271,0.01107011070110701
426,2,86,88,0.022727272727272728
427,0,429,429,0.0
428,4,641,645,0.006201550387596899
429,8,372,380,0.021052631578947368
431,4,92,96,0.041666666666666664
432,2,15,17,0.11764705882352941
433,6,818,824,0.007281553398058253
436,2,8,10,0.2
438,2,563,565,0.0035398230088495575
439,3,626,629,0.0047694753577106515
440,1,456,457,0.002188183807439825
441,2,8,10,0.2
442,3,262,265,0.011320754716981131
444,7,318,325,0.021538461538461538
445,3,777,780,0.0038461538461538464
446,2,8,10,0.2
447,2,432,434,0.004608294930875576
448,2,15,17,0.11764705882352941
450,2,85,87,0.022988505747126436
452,0,2056,2056,0.0
453,4,325,329,0.0121580547112462
456,2,8,10,0.2
457,0,299,299,0.0
458,0,398,398,0.0
459,10,311,321,0.03115264797507788
461,5,605,610,0.00819672131147541
462,2,8,10,0.2
463,2,419,421,0.004750593824228029
464,2,186,188,0.010638297872340425
465,0,397,397,0.0
467,13,513,526,0.024714828897338403
469,1,558,559,0.0017889087656529517
470,3,589,592,0.005067567567567568
471,1,392,393,0.002544529262086514
472,1,440,441,0.0022675736961451248
473,1,649,650,0.0015384615384615385
474,7,646,653,0.010719754977029096
475,7,75,82,0.08536585365853659
476,33,1057,1090,0.030275229357798167
477,2,434,436,0.0045871559633027525
479,5,534,539,0.00927643784786642
480,2,15,17,0.11764705882352941
481,5,893,898,0.005567928730512249
482,2,556,558,0.0035842293906810036
483,25,1075,1100,0.022727272727272728
484,2,349,351,0.005698005698005698
485,2,390,392,0.00510204081632653
486,2,348,350,0.005714285714285714
487,2,689,691,0.002894356005788712
488,46,264,310,0.14838709677419354
490,1,394,395,0.002531645569620253
491,2,8,10,0.2
492,1,394,395,0.002531645569620253
493,31,814,845,0.036686390532544376
494,1,477,478,0.0020920502092050207
495,3,9,12,0.25
497,15,362,377,0.03978779840848806
498,5,605,610,0.00819672131147541
499,1,394,395,0.002531645569620253
500,102,12187,12289,0.008300105785661973
501,2,364,366,0.00546448087431694
502,2,434,436,0.0045871559633027525
503,0,682,682,0.0
504,0,682,682,0.0
505,5,546,551,0.009074410163339383
508,2,443,445,0.0044943820224719105
510,0,175,175,0.0
511,9,525,534,0.016853932584269662
512,1,186,187,0.0053475935828877
513,20,550,570,0.03508771929824561
514,43,442,485,0.088659793814433
516,3,396,399,0.007518796992481203
517,0,704,704,0.0
518,0,367,367,0.0
519,2,8,10,0.2
521,3,396,399,0.007518796992481203
522,13,383,396,0.03282828282828283
523,2,443,445,0.0044943820224719105
524,2,443,445,0.0044943820224719105
526,6,494,500,0.012
527,2,8,10,0.2
528,17,741,758,0.022427440633245383
529,3,202,205,0.014634146341463415
530,4,174,178,0.02247191011235955
531,8,828,836,0.009569377990430622
539,3,10,13,0.23076923076923078
542,27,720,747,0.03614457831325301
543,2,85,87,0.022988505747126436
545,2,6,8,0.25
546,27,720,747,0.03614457831325301
548,3,880,883,0.0033975084937712344
549,27,720,747,0.03614457831325301
550,5,391,396,0.012626262626262626
552,40,610,650,0.06153846153846154
553,18,326,344,0.05232558139534884
556,4,334,338,0.011834319526627219
563,18,491,509,0.03536345776031434
565,15,286,301,0.04983388704318937
566,25,338,363,0.06887052341597796
567,15,286,301,0.04983388704318937
568,28,451,479,0.05845511482254697
570,17,267,284,0.05985915492957746
573,2,152,154,0.012987012987012988
574,3,518,521,0.005758157389635317
575,3,9,12,0.25
576,3,518,521,0.005758157389635317
577,3,173,176,0.017045454545454544
578,2,401,403,0.004962779156327543
579,0,508,508,0.0
581,6,676,682,0.008797653958944282
584,31,505,536,0.05783582089552239
585,6,399,405,0.014814814814814815
586,2,62,64,0.03125
587,4,54,58,0.06896551724137931
588,4,3,7,0.5714285714285714
590,7,672,679,0.010309278350515464
591,3,9,12,0.25
593,11,339,350,0.03142857142857143
594,3,112,115,0.02608695652173913
596,37,139,176,0.21022727272727273
597,2,7,9,0.2222222222222222
600,4,3,7,0.5714285714285714
602,10,625,635,0.015748031496062992
603,2,731,733,0.002728512960436562
606,0,508,508,0.0
607,7,672,679,0.010309278350515464
608,10,384,394,0.025380710659898477
610,22,411,433,0.050808314087759814
611,3,9,12,0.25
618,3,9,12,0.25
619,3,9,12,0.25
620,5,779,784,0.006377551020408163
622,2,549,551,0.003629764065335753
623,2,55,57,0.03508771929824561
625,3,470,473,0.006342494714587738
626,2,13,15,0.13333333333333333
627,1,267,268,0.0037313432835820895
629,16,411,427,0.03747072599531616
631,9,389,398,0.022613065326633167
632,16,592,608,0.02631578947368421
633,2,100,102,0.0196078431372549
634,21,144,165,0.12727272727272726
635,6,155,161,0.037267080745341616
636,3,137,140,0.02142857142857143
638,7,1095,1102,0.006352087114337568
639,9,322,331,0.027190332326283987
640,28,1150,1178,0.023769100169779286
641,2,294,296,0.006756756756756757
642,2,102,104,0.019230769230769232
643,8,225,233,0.034334763948497854
645,6,449,455,0.013186813186813187
646,1,73,74,0.013513513513513514
647,3,455,458,0.006550218340611353
648,3,455,458,0.006550218340611353
649,3,455,458,0.006550218340611353
650,3,455,458,0.006550218340611353
651,3,455,458,0.006550218340611353
652,3,7,10,0.3
655,6,400,406,0.014778325123152709
656,5,53,58,0.08620689655172414
657,11,465,476,0.023109243697478993
659,3,702,705,0.00425531914893617
660,2,435,437,0.004576659038901602
661,11,457,468,0.023504273504273504
662,15,283,298,0.050335570469798654
663,2,8,10,0.2
666,8,385,393,0.020356234096692113
668,8,385,393,0.020356234096692113
669,2,82,84,0.023809523809523808
670,16,426,442,0.03619909502262444
671,100,1528,1628,0.06142506142506143
673,4,532,536,0.007462686567164179
674,2,435,437,0.004576659038901602
675,3,455,458,0.006550218340611353
676,3,455,458,0.006550218340611353
677,3,455,458,0.006550218340611353
678,3,455,458,0.006550218340611353
679,3,455,458,0.006550218340611353
680,3,455,458,0.006550218340611353
682,19,187,206,0.09223300970873786
683,13,834,847,0.015348288075560802
684,7,573,580,0.01206896551724138
686,7,573,580,0.01206896551724138
688,4,1,5,0.8
689,5,516,521,0.009596928982725527
690,5,516,521,0.009596928982725527
692,2,37,39,0.05128205128205128
695,3,216,219,0.0136986301369863
698,3,7,10,0.3
699,3,455,458,0.006550218340611353
700,3,7,10,0.3
701,8,459,467,0.017130620985010708
702,3,702,705,0.00425531914893617
703,3,455,458,0.006550218340611353
705,3,702,705,0.00425531914893617
707,57,430,487,0.11704312114989733
709,16,434,450,0.035555555555555556
710,8,400,408,0.0196078431372549
711,7,321,328,0.021341463414634148
712,3,379,382,0.007853403141361256
713,15,252,267,0.056179775280898875
714,9,406,415,0.021686746987951807
715,16,434,450,0.035555555555555556
716,3,91,94,0.031914893617021274
718,3,9,12,0.25
721,10,597,607,0.016474464579901153
722,1,56,57,0.017543859649122806
723,10,597,607,0.016474464579901153
725,16,434,450,0.035555555555555556
726,16,434,450,0.035555555555555556
728,6,347,353,0.0169971671388102
729,7,462,469,0.014925373134328358
734,25,955,980,0.025510204081632654
735,4,7,11,0.36363636363636365
736,6,449,455,0.013186813186813187
737,10,597,607,0.016474464579901153
738,6,375,381,0.015748031496062992
741,4,470,474,0.008438818565400843
743,6,42,48,0.125
744,8,480,488,0.01639344262295082
745,15,403,418,0.03588516746411483
746,6,308,314,0.01910828025477707
748,6,308,314,0.01910828025477707
749,4,470,474,0.008438818565400843
751,7,555,562,0.012455516014234875
752,4,412,416,0.009615384615384616
753,4,470,474,0.008438818565400843
756,26,628,654,0.039755351681957186
757,5,634,639,0.00782472613458529
758,14,1066,1080,0.012962962962962963
760,4,6,10,0.4
762,0,231,231,0.0
763,4,560,564,0.0070921985815602835
764,3,9,12,0.25
765,12,527,539,0.022263450834879406
767,3,215,218,0.013761467889908258
769,9,195,204,0.04411764705882353
770,0,433,433,0.0
771,9,195,204,0.04411764705882353
772,4,519,523,0.0076481835564053535
773,11,607,618,0.01779935275080906
774,1,235,236,0.00423728813559322
775,0,293,293,0.0
776,1,1790,1791,0.0005583472920156337
777,3,529,532,0.005639097744360902
779,1,621,622,0.001607717041800643
780,0,446,446,0.0
781,0,293,293,0.0
784,3,529,532,0.005639097744360902
785,1,447,448,0.002232142857142857
786,1,475,476,0.0021008403361344537
787,1,475,476,0.0021008403361344537
788,1,475,476,0.0021008403361344537
789,0,97,97,0.0
790,10,257,267,0.03745318352059925
791,5,131,136,0.03676470588235294
792,0,293,293,0.0
793,1,304,305,0.003278688524590164
794,0,350,350,0.0
798,2,512,514,0.0038910505836575876
799,2,512,514,0.0038910505836575876
800,12,311,323,0.03715170278637771
801,3,265,268,0.011194029850746268
802,3,265,268,0.011194029850746268
803,3,265,268,0.011194029850746268
804,3,265,268,0.011194029850746268
805,25,358,383,0.06527415143603134
806,2,385,387,0.00516795865633075
807,2,385,387,0.00516795865633075
808,51,389,440,0.1159090909090909
809,4,529,533,0.0075046904315197
810,2,529,531,0.003766478342749529
811,1,304,305,0.003278688524590164
812,22,368,390,0.05641025641025641
813,4,462,466,0.008583690987124463
814,6,246,252,0.023809523809523808
815,2,8,10,0.2
816,3,624,627,0.004784688995215311
817,3,624,627,0.004784688995215311
819,4,1,5,0.8
820,2,8,10,0.2
822,6,837,843,0.0071174377224199285
825,3,9,12,0.25
826,8,647,655,0.012213740458015267
829,5,730,735,0.006802721088435374
830,3,459,462,0.006493506493506494
831,28,402,430,0.06511627906976744
832,3,7,10,0.3
834,66,326,392,0.1683673469387755
836,6,186,192,0.03125
837,13,605,618,0.021035598705501618
841,24,467,491,0.048879837067209775
842,2,85,87,0.022988505747126436
843,4,559,563,0.007104795737122558
844,2,178,180,0.011111111111111112
845,17,213,230,0.07391304347826087
847,13,120,133,0.09774436090225563
851,24,448,472,0.05084745762711865
852,7,367,374,0.01871657754010695
853,0,293,293,0.0
855,7,367,374,0.01871657754010695
857,1,669,670,0.0014925373134328358
858,2,100,102,0.0196078431372549
859,10,27,37,0.2702702702702703
860,2,100,102,0.0196078431372549
861,2,96,98,0.02040816326530612
862,7,805,812,0.008620689655172414
863,11,315,326,0.03374233128834356
864,1,689,690,0.0014492753623188406
865,1,966,967,0.001034126163391934
866,44,113,157,0.2802547770700637
867,44,113,157,0.2802547770700637
868,21,279,300,0.07
869,3,673,676,0.004437869822485207
871,44,103,147,0.29931972789115646
872,1,685,686,0.0014577259475218659
873,0,359,359,0.0
874,28,360,388,0.07216494845360824
875,0,495,495,0.0
876,7,579,586,0.011945392491467578
877,3,282,285,0.010526315789473684
879,4,463,467,0.008565310492505354
880,2,327,329,0.0060790273556231
881,0,402,402,0.0
882,4,752,756,0.005291005291005291
883,3,235,238,0.012605042016806723
884,12,485,497,0.02414486921529175
885,2,208,210,0.009523809523809525
886,3,1584,1587,0.001890359168241966
887,4,341,345,0.011594202898550725
888,9,208,217,0.041474654377880185
889,2,428,430,0.004651162790697674
890,1,213,214,0.004672897196261682
891,0,237,237,0.0
892,3,676,679,0.004418262150220913
893,39,89,128,0.3046875
894,1,226,227,0.004405286343612335
896,2,328,330,0.006060606060606061
897,0,660,660,0.0
898,1,130,131,0.007633587786259542
899,0,660,660,0.0
900,2,473,475,0.004210526315789474
901,1,244,245,0.004081632653061225
902,5,421,426,0.011737089201877934
903,1,243,244,0.004098360655737705
904,1,787,788,0.0012690355329949238
905,2,298,300,0.006666666666666667
906,7,858,865,0.008092485549132947
907,1,140,141,0.0070921985815602835
908,9,1382,1391,0.006470165348670022
909,0,239,239,0.0
910,6,342,348,0.017241379310344827
911,3,77,80,0.0375
912,0,873,873,0.0
914,1,347,348,0.0028735632183908046
915,1,869,870,0.0011494252873563218
916,3,676,679,0.004418262150220913
918,6,623,629,0.009538950715421303
919,5,269,274,0.01824817518248175
920,11,338,349,0.03151862464183381
921,13,304,317,0.04100946372239748
925,16,679,695,0.02302158273381295
926,4,255,259,0.015444015444015444
927,3,722,725,0.004137931034482759
928,3,918,921,0.003257328990228013
929,36,1108,1144,0.03146853146853147
930,0,486,486,0.0
931,2,239,241,0.008298755186721992
932,2,354,356,0.0056179775280898875
934,8,32,40,0.2
935,2,13,15,0.13333333333333333
936,4,846,850,0.004705882352941176
937,0,372,372,0.0
938,0,660,660,0.0
939,5,334,339,0.014749262536873156
940,4,469,473,0.008456659619450317
941,0,220,220,0.0
942,0,402,402,0.0
944,0,173,173,0.0
945,2,188,190,0.010526315789473684
947,2,502,504,0.003968253968253968
948,4,537,541,0.0073937153419593345
949,1,307,308,0.003246753246753247
952,5,220,225,0.022222222222222223
953,3,225,228,0.013157894736842105
954,1,307,308,0.003246753246753247
956,7,368,375,0.018666666666666668
957,7,224,231,0.030303030303030304
958,6,731,737,0.008141112618724558
959,14,274,288,0.04861111111111111
960,2,163,165,0.012121212121212121
963,0,135,135,0.0
964,0,209,209,0.0
965,4,130,134,0.029850746268656716
966,1,340,341,0.002932551319648094
967,0,495,495,0.0
968,14,879,893,0.015677491601343786
969,5,297,302,0.016556291390728478
971,3,676,679,0.004418262150220913
972,3,676,679,0.004418262150220913
973,3,155,158,0.0189873417721519
974,3,743,746,0.004021447721179625
975,2,503,505,0.0039603960396039604
976,0,364,364,0.0
977,28,194,222,0.12612612612612611
978,3,215,218,0.013761467889908258
979,11,753,764,0.014397905759162303
981,4,116,120,0.03333333333333333
982,2,6,8,0.25
984,16,125,141,0.11347517730496454
986,6,537,543,0.011049723756906077
987,22,356,378,0.0582010582010582
988,3,275,278,0.01079136690647482
989,15,396,411,0.0364963503649635
991,31,102,133,0.23308270676691728
992,31,102,133,0.23308270676691728
993,3,286,289,0.010380622837370242
994,16,1985,2001,0.0079960019990005
995,5,519,524,0.009541984732824428
996,12,224,236,0.05084745762711865
997,0,130,130,0.0
998,3,138,141,0.02127659574468085
999,3,138,141,0.02127659574468085
1000,5,203,208,0.02403846153846154
1001,1,54,55,0.01818181818181818
1002,9,246,255,0.03529411764705882
1003,10,240,250,0.04
1004,30,315,345,0.08695652173913043
1005,13,325,338,0.038461538461538464
1006,208,743,951,0.21871713985278654
1007,9,241,250,0.036
1008,11,254,265,0.04150943396226415
1009,4,1741,1745,0.002292263610315186
1011,1,54,55,0.01818181818181818
1012,3,993,996,0.0030120481927710845
1013,1,54,55,0.01818181818181818
1014,5,203,208,0.02403846153846154
1015,29,1085,1114,0.026032315978456014
1016,48,2944,2992,0.016042780748663103
1017,2,424,426,0.004694835680751174
1018,17,1746,1763,0.009642654566080544
1019,7,337,344,0.020348837209302327
1020,8,370,378,0.021164021164021163
1021,8,296,304,0.02631578947368421
1022,2,156,158,0.012658227848101266
1023,4,308,312,0.01282051282051282
1025,14,126,140,0.1
1026,15,152,167,0.08982035928143713
1027,7,305,312,0.022435897435897436
1028,20,282,302,0.06622516556291391
1029,9,553,562,0.01601423487544484
1030,1,496,497,0.002012072434607646
1031,1,496,497,0.002012072434607646
1033,7,379,386,0.018134715025906734
1034,6,405,411,0.014598540145985401
1037,3,152,155,0.01935483870967742
1038,9,187,196,0.04591836734693878
1039,1,520,521,0.0019193857965451055
1040,3,198,201,0.014925373134328358
1041,11,37,48,0.22916666666666666
1042,6,318,324,0.018518518518518517
1043,18,312,330,0.05454545454545454
1044,11,192,203,0.054187192118226604
1046,12,571,583,0.02058319039451115
1048,13,189,202,0.06435643564356436
1050,8,551,559,0.014311270125223614
1051,3,7,10,0.3
1052,7,71,78,0.08974358974358974
1053,4,344,348,0.011494252873563218
1056,13,275,288,0.04513888888888889
1058,2,169,171,0.011695906432748537
1059,5,349,354,0.014124293785310734
1060,0,609,609,0.0
1061,0,609,609,0.0
1062,13,297,310,0.041935483870967745
1063,14,606,620,0.02258064516129032
1066,0,609,609,0.0
1067,14,393,407,0.0343980343980344
1069,55,216,271,0.2029520295202952
1070,14,319,333,0.042042042042042045
1071,14,307,321,0.04361370716510903
1072,0,609,609,0.0
1074,1,99,100,0.01
1075,1,469,470,0.002127659574468085
1077,4,1364,1368,0.0029239766081871343
1079,2,37,39,0.05128205128205128
1080,2,37,39,0.05128205128205128
1081,17,240,257,0.06614785992217899
1082,2,196,198,0.010101010101010102
1084,2,8,10,0.2
1085,2,11,13,0.15384615384615385
1086,3,308,311,0.00964630225080386
1087,0,563,563,0.0
1088,4,174,178,0.02247191011235955
1089,0,563,563,0.0
1090,10,352,362,0.027624309392265192
1091,6,166,172,0.03488372093023256
1092,4,691,695,0.0057553956834532375
1093,12,505,517,0.02321083172147002
1094,12,554,566,0.02120141342756184
1095,12,554,566,0.02120141342756184
1096,1,229,230,0.004347826086956522
1097,1,284,285,0.0035087719298245615
1099,29,361,390,0.07435897435897436
1101,2,85,87,0.022988505747126436
1104,11,638,649,0.01694915254237288
1107,12,475,487,0.024640657084188913
1108,10,686,696,0.014367816091954023
1111,20,1349,1369,0.014609203798392988
1112,3,885,888,0.0033783783783783786
1113,17,364,381,0.04461942257217848
1114,6,418,424,0.014150943396226415
1115,2,526,528,0.003787878787878788
1117,2,7,9,0.2222222222222222
1118,4,303,307,0.013029315960912053
1119,5,263,268,0.018656716417910446
1120,1,272,273,0.003663003663003663
1126,10,115,125,0.08
1127,19,503,522,0.03639846743295019
1129,10,556,566,0.0176678445229682
1131,2,586,588,0.003401360544217687
1132,3,498,501,0.005988023952095809
1133,3,902,905,0.0033149171270718232
1135,1,164,165,0.006060606060606061
1136,6,215,221,0.027149321266968326
1137,0,206,206,0.0
1138,0,237,237,0.0
1139,19,503,522,0.03639846743295019
1140,13,190,203,0.06403940886699508
1141,2,8,10,0.2
1145,2,440,442,0.004524886877828055
1147,2,586,588,0.003401360544217687
1150,17,429,446,0.03811659192825112
1151,4,510,514,0.007782101167315175
1153,2,85,87,0.022988505747126436
1154,3,9,12,0.25
1159,3,142,145,0.020689655172413793
1160,46,256,302,0.152317880794702
