1009_home,image-alt,1,6
1008_home,image-alt,17,19
1019_home,image-alt,24,1
1025_home,image-alt,5,0
1028_home,image-alt,1,6
1024_home,image-alt,2,0
102_home,image-alt,2,7
1032_home,image-alt,3,0
1034_home,image-alt,1,1
1035_home,image-alt,2,6
1039_home,image-alt,1,0
1042_home,image-alt,7,31
1050_home,image-alt,2,0
1052_home,image-alt,3,2
1054_home,image-alt,1,7
104_home,image-alt,2,3
1055_home,image-alt,2,0
1067_home,image-alt,13,0
1070_home,image-alt,20,1
106_home,image-alt,20,2
1075_home,image-alt,1,0
1086_home,image-alt,4,2
1092_home,image-alt,7,30
1094_home,image-alt,7,31
109_home,image-alt,6,2
1100_home,image-alt,10,1
10_home,image-alt,6,2
1108_home,image-alt,2,6
1107_home,image-alt,1,5
1111_home,image-alt,4,0
1115_home,image-alt,4,2
1110_home,image-alt,1,5
1105_home,image-alt,2,3
1121_home,image-alt,1,0
1125_home,image-alt,1,0
1123_home,image-alt,45,0
1119_home,image-alt,3,0
1128_home,image-alt,8,0
1135_home,image-alt,2,11
1137_home,image-alt,10,0
1140_home,image-alt,1,11
1133_home,image-alt,6,7
1152_home,image-alt,1,2
1153_home,image-alt,2,0
1156_home,image-alt,1,0
1159_home,image-alt,5,0
1166_home,image-alt,2,1
1171_home,image-alt,15,0
1174_home,image-alt,6,0
1177_home,image-alt,4,0
1172_home,image-alt,1,0
1176_home,image-alt,1,2
1179_home,image-alt,3,9
1185_home,image-alt,6,0
1197_home,image-alt,15,0
1196_home,image-alt,9,23
1207_home,image-alt,1,2
1206_home,image-alt,4,0
1218_home,image-alt,4,0
1219_home,image-alt,2,1
1220_home,image-alt,2,20
1226_home,image-alt,3,0
1230_home,image-alt,6,1
1234_home,image-alt,2,3
1237_home,image-alt,1,0
1242_home,image-alt,14,1
1239_home,image-alt,3,4
1247_home,image-alt,10,0
1251_home,image-alt,14,10
1257_home,image-alt,59,1
1262_home,image-alt,2,0
1264_home,image-alt,7,0
1256_home,image-alt,1,2
1268_home,image-alt,1,0
1266_home,image-alt,1,0
1269_home,image-alt,8,0
1275_home,image-alt,1,0
1273_home,image-alt,3,1
1277_home,image-alt,4,1
1280_home,image-alt,2,0
1250_home,image-alt,1,46
1292_home,image-alt,10,0
1290_home,image-alt,6,0
1299_home,image-alt,8,10
1309_home,image-alt,8,0
1318_home,image-alt,37,12
1317_home,image-alt,2,9
