1,image-alt,0,6
12,image-alt,0,10
16,image-alt,0,1
15,image-alt,0,12
20,image-alt,0,3
19,image-alt,0,9
17,image-alt,0,14
2,image-alt,0,4
23,image-alt,0,19
14,image-alt,3,28
11,image-alt,0,7
13,image-alt,1,15
21,image-alt,0,2
22,image-alt,0,18
25,image-alt,0,4
5,image-alt,0,15
26,image-alt,0,2
3,image-alt,1,7
6,image-alt,0,13
8,image-alt,0,9
7,image-alt,0,12
9,image-alt,2,22
