page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_alt_missing,error_alt_link_missing,error_alt_spacer_missing,error_label_missing,error_link_empty,error_aria_reference_broken,alert_alt_duplicate,alert_label_orphaned,alert_link_internal_broken,alert_link_suspicious,alert_link_redundant,alert_noscript,alert_tabindex,alert_text_small,alert_title_redundant,contrast_contrast,error_button_empty,error_link_skip_broken,alert_alt_suspicious,alert_heading_skipped,alert_link_pdf,alert_youtube_video,error_alt_input_missing,error_aria_menu_broken,alert_legend_missing,alert_event_handler,alert_alt_long,error_label_empty,alert_heading_possible,alert_link_excel,alert_alt_redundant,alert_table_layout,alert_h1_missing,alert_underline,error_label_multiple,error_heading_empty,alert_label_title,alert_audio_video,alert_select_missing_label,alert_html5_video_audio,alert_fieldset_missing,alert_heading_missing,alert_region_missing,error_th_empty,alert_image_title,alert_link_powerpoint,error_language_missing,alert_text_justified,alert_javascript_jumpmenu,alert_accesskey,alert_link_word,alert_list_possible,alert_flash,error_meta_refresh,alert_plugin,error_title_invalid,error_alt_map_missing,alert_link_document,error_alt_area_missing,alert_longdesc,alert_table_caption_possible,error_marquee,error_longdesc_invalid
5929_home,True,12,4,0,12,0,,,,,,,,,,,1.0,,,,,,,,2.0,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5933_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934_home,True,15,3,0,15,0,,,,,,,,,,,9.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5935_home,True,75,12,14,16,45,4.0,1.0,,2.0,6.0,,,,,1.0,,4.0,,7.0,2.0,45.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
5936_home,True,179,19,33,145,1,1.0,19.0,2.0,1.0,4.0,3.0,4.0,33.0,1.0,2.0,15.0,3.0,11.0,1.0,73.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939_home,True,37,9,9,12,16,,1.0,,1.0,6.0,,,,,,5.0,,,,2.0,16.0,1.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940_home,True,9,4,0,3,6,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5944_home,True,81,5,1,80,0,,,,,,,,,,,18.0,,,60.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946_home,True,4,3,0,4,0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5948_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949_home,True,10,3,0,10,0,,,,,,,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5950_home,True,6,3,0,6,0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5953_home,True,4,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,
5954_home,True,47,13,10,20,17,,,2.0,2.0,4.0,1.0,,,,1.0,8.0,1.0,,1.0,1.0,17.0,,,,5.0,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5960_home,True,38,9,23,13,2,,,2.0,,20.0,1.0,,,1.0,,3.0,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5961_home,True,12,4,0,12,0,,,,,,,,,,,1.0,,,,,,,,2.0,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5962_home,True,65,10,1,62,2,,,,,,,,,,6.0,22.0,1.0,,6.0,5.0,2.0,1.0,,,6.0,2.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5963_home,True,111,17,11,99,1,1.0,,2.0,1.0,4.0,3.0,4.0,19.0,1.0,3.0,9.0,1.0,11.0,1.0,44.0,1.0,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964_home,True,75,13,14,17,44,4.0,1.0,,2.0,6.0,,,,,1.0,,4.0,,7.0,2.0,44.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
5967_home,True,10,3,0,10,0,,,,,,,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5968_home,True,7,5,0,7,0,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5973_home,True,8,4,0,8,0,,,,,,,,,,1.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5979_home,True,8,4,0,3,5,,,,,,,,,,,1.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5981_home,True,19,10,4,6,9,,2.0,,1.0,,,,,1.0,,1.0,1.0,,,,9.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5982_home,True,19,9,12,7,0,1.0,,8.0,1.0,1.0,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
5983_home,True,50,14,19,17,14,2.0,8.0,,2.0,4.0,,,,,,1.0,3.0,,6.0,,14.0,2.0,,,,,,,,,2.0,,1.0,,,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
5985_home,True,77,14,26,51,0,,,,5.0,14.0,,,,4.0,2.0,17.0,2.0,,2.0,,,3.0,2.0,12.0,6.0,3.0,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5987_home,True,260,20,12,247,1,1.0,1.0,2.0,1.0,4.0,3.0,10.0,57.0,1.0,2.0,7.0,3.0,11.0,1.0,140.0,1.0,,,8.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
5990_home,True,347,19,205,47,95,168.0,11.0,1.0,19.0,5.0,1.0,1.0,,,3.0,10.0,1.0,11.0,,4.0,95.0,,,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
5993_home,True,29,10,3,25,1,,2.0,,,,,,,,2.0,5.0,1.0,,6.0,6.0,1.0,1.0,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5994_home,True,24,10,6,18,0,,,2.0,,3.0,1.0,1.0,,,2.0,8.0,1.0,,,,,,,,2.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995_home,True,126,20,37,83,6,7.0,4.0,,9.0,7.0,,,8.0,,,22.0,3.0,,15.0,6.0,6.0,4.0,,1.0,2.0,,,,,1.0,19.0,1.0,6.0,,,,1.0,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
5996_home,True,132,20,18,107,7,3.0,2.0,2.0,1.0,7.0,3.0,3.0,22.0,1.0,3.0,15.0,1.0,15.0,1.0,36.0,7.0,,,2.0,1.0,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5997_home,True,49,8,9,32,8,4.0,,4.0,,,,,,,,3.0,2.0,,24.0,,8.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5999_home,True,337,11,38,125,174,,31.0,,,4.0,1.0,,,,,2.0,1.0,,,116.0,174.0,,,,4.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002_home,True,79,13,13,17,49,3.0,1.0,,2.0,6.0,,,,,1.0,,4.0,,7.0,2.0,49.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
6003_home,True,19,5,0,19,0,,,,,,,,,,1.0,8.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
6005_home,True,115,15,21,86,8,,7.0,,2.0,8.0,1.0,,,,24.0,37.0,2.0,,6.0,7.0,8.0,3.0,,,4.0,,,,,3.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
6010_home,True,134,16,13,119,2,1.0,1.0,2.0,1.0,5.0,3.0,7.0,19.0,1.0,,10.0,2.0,11.0,1.0,65.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013_home,True,152,20,15,136,1,1.0,3.0,2.0,1.0,4.0,3.0,8.0,28.0,1.0,4.0,21.0,2.0,11.0,1.0,53.0,1.0,,,3.0,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014_home,True,8,3,1,7,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022_home,True,201,9,5,195,1,,,,,5.0,,,,,6.0,1.0,1.0,,,158.0,1.0,,,24.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023_home,True,26,7,1,25,0,,1.0,,,,,5.0,,,1.0,12.0,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6024_home,True,6,3,0,6,0,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6026_home,True,18,10,7,11,0,1.0,,4.0,1.0,,,,,,1.0,2.0,2.0,,,2.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6031_home,True,642,16,7,265,370,,,,2.0,1.0,1.0,1.0,,1.0,1.0,36.0,,,6.0,200.0,370.0,1.0,,,2.0,,,,,,,16.0,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
6032_home,True,4,3,0,4,0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6033_home,True,355,20,201,52,102,160.0,15.0,1.0,19.0,5.0,1.0,1.0,,,3.0,11.0,1.0,11.0,,4.0,102.0,,,3.0,,1.0,,,,,1.0,3.0,,,,3.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
6036_home,True,60,13,13,24,23,,9.0,,3.0,1.0,,,6.0,,7.0,2.0,,,,,23.0,,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
6039_home,True,8,4,1,7,0,,,1.0,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040_home,True,19,8,8,10,1,2.0,2.0,,,1.0,,,,,,2.0,,,,7.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
6050_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6052_home,True,142,20,13,127,2,1.0,,2.0,1.0,6.0,3.0,2.0,30.0,1.0,,9.0,2.0,11.0,1.0,61.0,2.0,,,2.0,4.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053_home,True,45,12,13,30,2,,,2.0,,,,,2.0,1.0,,2.0,3.0,,14.0,,2.0,,,,1.0,,,,,2.0,,,10.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6054_home,True,307,20,161,49,97,123.0,12.0,1.0,19.0,5.0,1.0,1.0,,,3.0,10.0,1.0,11.0,,3.0,97.0,,,3.0,,1.0,,,,,1.0,2.0,,,,3.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
6057_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6058_home,True,109,20,38,68,3,8.0,5.0,,9.0,9.0,,,8.0,,,12.0,3.0,,14.0,3.0,3.0,4.0,,1.0,2.0,,,,,1.0,15.0,,3.0,,,,1.0,,4.0,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
6062_home,True,11,3,0,11,0,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6063_home,True,126,20,12,105,9,1.0,1.0,2.0,1.0,4.0,3.0,4.0,17.0,1.0,2.0,12.0,3.0,11.0,1.0,50.0,9.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6064_home,True,2,2,0,2,0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065_home,True,9,3,0,9,0,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6066_home,True,28,11,4,24,0,1.0,,,,,1.0,,,,1.0,3.0,1.0,,,2.0,,1.0,,,,7.0,,,,,,,1.0,,,,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067_home,True,22,10,2,19,1,,,2.0,,,,,,1.0,1.0,6.0,3.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6068_home,True,56,18,8,46,2,,,2.0,2.0,1.0,,2.0,,9.0,,6.0,6.0,,,5.0,2.0,,,4.0,2.0,1.0,,,,,,,,,,2.0,6.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
6069_home,True,45,9,29,14,2,,,2.0,,27.0,,,,1.0,,3.0,3.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6072_home,True,119,17,12,106,1,1.0,,2.0,1.0,4.0,3.0,4.0,24.0,1.0,,16.0,,11.0,1.0,43.0,1.0,,,2.0,2.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073_home,True,265,11,38,200,27,17.0,14.0,,6.0,,,,,,,52.0,,,,133.0,27.0,,,,,,,,,,6.0,,,,,,3.0,,,,,,,,,,,1.0,,5.0,,1.0,,,,,,,,,,,,,,,,
6075_home,True,25,8,0,25,0,,,,,,,2.0,,,8.0,5.0,3.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6076_home,True,71,8,4,46,21,,,2.0,,,,11.0,,,,8.0,1.0,,,,21.0,2.0,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080_home,True,129,15,16,106,7,1.0,,2.0,1.0,9.0,3.0,5.0,24.0,2.0,,14.0,2.0,15.0,1.0,42.0,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082_home,True,96,14,11,84,1,1.0,,2.0,1.0,4.0,3.0,4.0,19.0,1.0,,7.0,2.0,11.0,1.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083_home,True,7,4,3,2,2,,2.0,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
6085_home,True,332,21,172,51,109,133.0,13.0,1.0,19.0,5.0,1.0,1.0,,,3.0,11.0,1.0,11.0,1.0,4.0,109.0,,,3.0,,1.0,,,,,1.0,1.0,,,,3.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
6086_home,True,103,16,12,84,7,1.0,1.0,2.0,1.0,4.0,3.0,1.0,9.0,1.0,,7.0,,15.0,1.0,45.0,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
6090_home,True,40,14,7,30,3,,,2.0,2.0,1.0,,2.0,,,,3.0,6.0,,,5.0,3.0,,,5.0,1.0,,,,,,,,,,,2.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6091_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093_home,True,17,8,1,16,0,,1.0,,,,,1.0,,,2.0,6.0,4.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095_home,True,24,9,12,12,0,6.0,,4.0,1.0,,,,,,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6096_home,True,17,3,0,17,0,,,,,,,,,,,8.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6098_home,True,12,3,1,1,10,,1.0,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099_home,True,77,12,13,16,48,3.0,1.0,,2.0,6.0,,,,,1.0,,4.0,,7.0,2.0,48.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
6100_home,True,219,18,20,187,12,1.0,1.0,2.0,1.0,11.0,3.0,1.0,23.0,1.0,1.0,3.0,2.0,15.0,1.0,137.0,12.0,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102_home,True,83,12,6,31,46,,1.0,,2.0,3.0,,3.0,,,9.0,9.0,1.0,,4.0,,46.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
6103_home,True,219,22,17,201,1,1.0,5.0,2.0,1.0,4.0,3.0,4.0,49.0,1.0,4.0,11.0,2.0,11.0,1.0,109.0,1.0,,,1.0,5.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6105_home,True,52,12,20,30,2,,,2.0,,,,,2.0,1.0,,5.0,3.0,,11.0,,2.0,,,,1.0,,,,,2.0,,,17.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6106_home,True,105,20,33,70,2,7.0,3.0,,9.0,7.0,,,8.0,,,17.0,3.0,,15.0,3.0,2.0,4.0,,1.0,2.0,,,,,1.0,15.0,1.0,3.0,,,,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
6107_home,True,13,3,0,13,0,,,,,,,,,,,6.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6108_home,True,130,20,14,115,1,1.0,,2.0,1.0,6.0,3.0,5.0,21.0,1.0,2.0,12.0,2.0,11.0,1.0,51.0,1.0,,,2.0,1.0,,,,,,,,,,,4.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109_home,True,101,15,12,88,1,1.0,1.0,2.0,1.0,4.0,3.0,4.0,15.0,1.0,,9.0,3.0,11.0,1.0,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111_home,True,5,3,0,5,0,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6114_home,True,48,8,9,31,8,4.0,,4.0,,,,,,,,3.0,2.0,,24.0,,8.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115_home,True,15,8,7,8,0,1.0,,4.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6116_home,True,256,19,134,44,78,104.0,5.0,,19.0,5.0,1.0,1.0,,,3.0,7.0,1.0,11.0,,3.0,78.0,,,3.0,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
6119_home,True,34,9,6,18,10,,5.0,,,,,2.0,,,,12.0,1.0,,,,10.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121_home,True,134,14,23,99,12,11.0,11.0,,,,,,,,,2.0,,,48.0,1.0,12.0,,,,,3.0,,,,,5.0,,,,,,32.0,1.0,5.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
6122_home,True,4,4,0,3,1,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124_home,True,129,19,45,82,2,8.0,3.0,,9.0,15.0,,,8.0,,,13.0,3.0,,15.0,6.0,2.0,4.0,,2.0,2.0,,,,,1.0,23.0,,6.0,,,,1.0,,,,,,,2.0,,,,,,,,,6.0,,,,,,,,,,,,,,,
6127_home,True,3,3,0,3,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6128_home,True,29,8,1,28,0,,,,1.0,,,7.0,1.0,,,,,,,,,,,1.0,,9.0,,,,,8.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
6129_home,True,12,5,0,12,0,,,,,,,2.0,,,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6133_home,True,39,12,13,24,2,,,2.0,,,,,2.0,1.0,,3.0,3.0,,7.0,,2.0,,,,1.0,,,,,2.0,,,10.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6134_home,True,15,3,0,15,0,,,,,,,,,,,6.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6143_home,True,39,11,1,36,2,,,,,,,2.0,,,1.0,11.0,1.0,,6.0,6.0,2.0,1.0,,,6.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148_home,True,9,4,0,3,6,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149_home,True,14,6,8,6,0,,,6.0,1.0,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6150_home,True,318,13,130,130,58,118.0,4.0,,2.0,1.0,,,,,6.0,117.0,1.0,,,,58.0,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,
6151_home,True,19,6,0,19,0,,,,,,,2.0,,,1.0,10.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6152_home,True,106,15,11,94,1,1.0,,2.0,1.0,4.0,3.0,4.0,24.0,1.0,2.0,9.0,3.0,11.0,1.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154_home,True,24,7,0,24,0,,,,,,,5.0,,,6.0,2.0,3.0,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6157_home,True,138,16,13,124,1,1.0,2.0,2.0,1.0,4.0,3.0,4.0,33.0,1.0,2.0,11.0,,11.0,1.0,59.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158_home,True,25,10,5,20,0,,,2.0,,2.0,1.0,1.0,,,3.0,8.0,1.0,,,,,,,,2.0,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6161_home,True,6,3,1,5,0,,,1.0,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162_home,True,19,9,10,9,0,2.0,,6.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6163_home,True,179,20,16,162,1,1.0,5.0,2.0,1.0,4.0,3.0,4.0,39.0,1.0,1.0,11.0,3.0,11.0,1.0,82.0,1.0,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
6164_home,True,144,19,13,130,1,1.0,1.0,2.0,1.0,4.0,3.0,3.0,30.0,1.0,2.0,9.0,2.0,11.0,1.0,67.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166_home,True,5,3,1,4,0,,,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170_home,True,159,17,12,146,1,1.0,1.0,2.0,1.0,4.0,3.0,2.0,35.0,1.0,,12.0,2.0,11.0,1.0,76.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
6171_home,True,12,4,0,12,0,,,,,,,,,,,5.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6173_home,True,3,3,0,3,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
