page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_alt_missing,error_alt_link_missing,error_alt_spacer_missing,error_label_missing,error_link_empty,error_aria_reference_broken,alert_alt_duplicate,alert_label_orphaned,alert_link_internal_broken,alert_link_suspicious,alert_link_redundant,alert_noscript,alert_tabindex,alert_text_small,alert_title_redundant,contrast_contrast,error_button_empty,error_link_skip_broken,alert_alt_suspicious,alert_heading_skipped,alert_link_pdf,alert_youtube_video,error_alt_input_missing,error_aria_menu_broken,alert_legend_missing,alert_event_handler,alert_alt_long,error_label_empty,alert_heading_possible,alert_link_excel,alert_alt_redundant,alert_table_layout,alert_h1_missing,alert_underline,error_label_multiple,error_heading_empty,alert_label_title,alert_audio_video,alert_select_missing_label,alert_html5_video_audio,alert_fieldset_missing,alert_heading_missing,alert_region_missing,error_th_empty,alert_image_title,alert_link_powerpoint,error_language_missing,alert_text_justified,alert_javascript_jumpmenu,alert_accesskey,alert_link_word,alert_list_possible,alert_flash,error_meta_refresh,alert_plugin,error_title_invalid,error_alt_map_missing,alert_link_document,error_alt_area_missing,alert_longdesc,alert_table_caption_possible,error_marquee,error_longdesc_invalid
1311_home,True,21,9,2,19,0,,,2.0,,,,5.0,,1.0,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1312_home,True,67,11,3,62,2,,,,,,,,,,,11.0,1.0,,6.0,6.0,2.0,1.0,,,5.0,20.0,,,,,,9.0,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
1313_home,True,15,4,0,15,0,,,,,,,,,,,4.0,,,,,,,,2.0,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1314_home,True,18,4,0,18,0,,,,,,,,,,,10.0,,,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1315_home,True,29,8,16,11,2,,,2.0,,13.0,1.0,,,1.0,,2.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1316_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1318_home,True,48,11,2,44,2,,,,,,,,,,1.0,11.0,1.0,,6.0,6.0,2.0,1.0,,,5.0,9.0,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320_home,True,207,21,77,130,0,13.0,24.0,,9.0,12.0,,,2.0,,,39.0,3.0,,14.0,12.0,,4.0,,4.0,3.0,,3.0,,,1.0,34.0,,12.0,,,,2.0,,2.0,,3.0,,,2.0,,,,,,,,,9.0,,,,,,,,,,,,,,,
1325_home,True,46,14,10,19,17,,,2.0,2.0,4.0,1.0,,,,2.0,7.0,1.0,,1.0,2.0,17.0,,,,3.0,,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327_home,True,90,4,1,89,0,,,,,,,,,,,28.0,,,60.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332_home,True,8,4,0,8,0,,,,,,,,,,,4.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1337_home,True,13,6,6,7,0,,,4.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1340_home,True,3,3,0,3,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1342_home,True,6,4,1,5,0,,,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344_home,True,107,16,12,94,1,1.0,1.0,2.0,1.0,4.0,3.0,3.0,24.0,1.0,,8.0,2.0,11.0,1.0,43.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345_home,True,4,1,0,4,0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346_home,True,20,3,0,20,0,,,,,,,,,,,11.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1348_home,True,112,14,11,97,4,1.0,,2.0,,6.0,,,11.0,1.0,,3.0,3.0,11.0,2.0,64.0,4.0,,,,1.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354_home,True,16,3,0,16,0,,,,,,,,,,,7.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1355_home,True,5,1,0,5,0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356_home,True,8,4,0,3,5,,,,,,,,,,,1.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357_home,True,106,21,17,88,1,1.0,5.0,2.0,1.0,4.0,3.0,3.0,19.0,1.0,3.0,11.0,3.0,11.0,1.0,29.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358_home,True,35,13,12,21,2,,,2.0,,,,,2.0,1.0,,3.0,3.0,,3.0,,2.0,,,,1.0,1.0,,,,2.0,,,9.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1362_home,True,113,20,14,98,1,1.0,3.0,2.0,1.0,4.0,3.0,4.0,14.0,1.0,2.0,12.0,1.0,11.0,1.0,44.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
1363_home,True,12,5,0,12,0,,,,,,,,,,2.0,5.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1364_home,True,62,10,1,59,2,,,,,,,,,,3.0,21.0,1.0,,6.0,8.0,2.0,1.0,,,6.0,,,,,,,13.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1365_home,True,313,23,88,218,7,9.0,13.0,,12.0,32.0,,,3.0,,,70.0,3.0,,14.0,16.0,7.0,6.0,,10.0,4.0,2.0,,,,2.0,55.0,12.0,16.0,,,5.0,4.0,,3.0,,,,,2.0,,,,,,,,,13.0,,,,,,,,,,,,,,,
1366_home,True,4,1,0,4,0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370_home,True,59,14,2,55,2,,,,1.0,,,,,,2.0,14.0,1.0,,6.0,6.0,2.0,1.0,,,6.0,5.0,3.0,,,,,10.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1371_home,True,231,17,11,214,6,1.0,,2.0,1.0,4.0,3.0,1.0,55.0,1.0,1.0,3.0,3.0,15.0,2.0,127.0,6.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372_home,True,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1374_home,True,510,16,25,484,1,1.0,8.0,2.0,1.0,4.0,3.0,4.0,100.0,1.0,,9.0,2.0,21.0,1.0,346.0,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1376_home,True,8,3,0,8,0,,,,,,,,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1382_home,True,26,8,6,18,2,,,2.0,,4.0,,,,,,5.0,,1.0,,6.0,2.0,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383_home,True,19,7,0,14,5,,,,,,,,,,,7.0,1.0,,2.0,,5.0,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386_home,True,13,6,6,7,0,,,4.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1389_home,True,40,13,2,36,2,,1.0,,,,,1.0,,,,10.0,1.0,,6.0,3.0,2.0,1.0,,,1.0,1.0,8.0,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391_home,True,244,18,12,209,23,2.0,1.0,,,3.0,2.0,1.0,,,3.0,3.0,,,2.0,193.0,23.0,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,2.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1394_home,True,17,6,0,17,0,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1395_home,True,121,18,15,105,1,2.0,3.0,2.0,1.0,4.0,3.0,3.0,24.0,1.0,3.0,14.0,2.0,11.0,1.0,43.0,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397_home,True,37,12,3,33,1,,1.0,,,,,3.0,,,3.0,11.0,1.0,,6.0,5.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398_home,True,11,4,1,10,0,,,,,,,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1401_home,True,13,5,0,13,0,,,,,,,,,,,1.0,,,,,,,,2.0,,8.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1404_home,True,172,16,11,159,2,1.0,,2.0,1.0,4.0,3.0,4.0,39.0,1.0,,11.0,2.0,11.0,1.0,85.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
1408_home,True,19,10,10,9,0,3.0,,4.0,1.0,1.0,,,,,1.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1410_home,True,19,9,8,10,1,,1.0,,,5.0,,,,,,5.0,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412_home,True,51,12,1,48,2,,,,,,,1.0,,,1.0,19.0,1.0,,6.0,5.0,2.0,1.0,,,4.0,1.0,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415_home,True,83,15,46,24,13,,,,5.0,34.0,,,,,1.0,9.0,2.0,,,,13.0,2.0,2.0,6.0,1.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
1417_home,True,237,17,11,211,15,1.0,,2.0,1.0,4.0,3.0,5.0,40.0,1.0,,9.0,3.0,15.0,5.0,123.0,15.0,,,,1.0,,,,,,,3.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422_home,True,102,14,8,83,11,,,,3.0,3.0,,,,,10.0,1.0,,,,21.0,11.0,,,2.0,,5.0,,,,,1.0,,,,,,2.0,,6.0,,2.0,,,,,,,,,,,,34.0,,,,1.0,,,,,,,,,,,
1423_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1425_home,True,129,18,12,109,8,1.0,1.0,2.0,1.0,4.0,3.0,1.0,15.0,1.0,,7.0,2.0,15.0,5.0,59.0,8.0,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426_home,True,156,19,16,139,1,1.0,3.0,2.0,1.0,4.0,3.0,7.0,20.0,1.0,2.0,10.0,3.0,11.0,1.0,82.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427_home,True,9,4,0,9,0,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1430_home,True,5,3,0,5,0,,,,,,,,,,,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431_home,True,39,16,7,23,9,,,,1.0,1.0,,,,,,3.0,1.0,,3.0,3.0,9.0,1.0,,1.0,1.0,,,,,,,,1.0,,,2.0,8.0,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
1433_home,True,43,10,20,23,0,7.0,2.0,,,3.0,,,,,,15.0,2.0,,,,,,,1.0,2.0,,,,,,,,,2.0,,1.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436_home,True,164,14,7,129,28,,,,,4.0,1.0,,,,9.0,2.0,1.0,,,108.0,28.0,,,3.0,3.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438_home,True,7,3,0,7,0,,,,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1440_home,True,43,9,1,42,0,,,,,,,,,,3.0,12.0,1.0,,6.0,6.0,,1.0,,,5.0,,,,,,,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1441_home,True,57,6,31,26,0,,25.0,,1.0,4.0,1.0,,,,,16.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442_home,True,11,4,0,11,0,,,,,,,,,,,1.0,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1449_home,True,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1456_home,True,130,18,17,112,1,1.0,6.0,2.0,1.0,4.0,3.0,3.0,21.0,1.0,5.0,10.0,2.0,11.0,1.0,51.0,1.0,,,,1.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457_home,True,81,10,9,34,38,,5.0,,,1.0,,,,,1.0,18.0,1.0,,,8.0,38.0,3.0,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461_home,True,45,14,11,33,1,1.0,,2.0,1.0,4.0,3.0,4.0,4.0,1.0,,7.0,3.0,11.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466_home,True,21,9,2,19,0,,,2.0,,,,5.0,,1.0,,5.0,3.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1468_home,True,14,7,6,8,0,,,4.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
1469_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1470_home,True,94,13,5,79,10,1.0,,,3.0,,,,,,,31.0,1.0,,6.0,6.0,10.0,1.0,,,6.0,4.0,,,,,,19.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
1476_home,True,121,9,5,47,69,,,,,4.0,,,,,,12.0,2.0,,25.0,1.0,69.0,,,,,,,,,,,5.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479_home,True,11,4,0,11,0,,,,,,,,,,,1.0,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1482_home,True,25,7,1,24,0,1.0,,,,,,,,,6.0,10.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1483_home,True,111,19,11,99,1,1.0,,2.0,1.0,4.0,3.0,4.0,22.0,1.0,1.0,10.0,1.0,11.0,1.0,44.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484_home,True,31,12,8,21,2,,,2.0,,,,,2.0,1.0,,3.0,3.0,,4.0,,2.0,,,,1.0,,,,,2.0,,,5.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1488_home,True,94,14,11,81,2,1.0,,2.0,1.0,4.0,3.0,4.0,11.0,1.0,,7.0,2.0,11.0,1.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489_home,True,9,4,0,9,0,,,,,,,,,,,2.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1490_home,True,44,13,24,18,2,,4.0,2.0,,,,,2.0,1.0,,3.0,3.0,,,,2.0,,,,1.0,1.0,,,,2.0,,,17.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1491_home,True,20,9,2,18,0,,,2.0,,,,5.0,,1.0,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1493_home,True,34,12,10,22,2,,,2.0,,,,,2.0,1.0,,3.0,3.0,,5.0,,2.0,,,,1.0,,,,,2.0,,,7.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1494_home,True,48,12,12,33,3,1.0,,2.0,1.0,4.0,4.0,3.0,,1.0,,6.0,2.0,11.0,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495_home,True,46,9,1,43,2,,,,,,,,,,2.0,15.0,1.0,,6.0,6.0,2.0,1.0,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499_home,True,22,9,1,16,5,,,,,,,1.0,,,,7.0,1.0,,2.0,,5.0,,,,2.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502_home,True,23,9,2,20,1,,,2.0,,,,,,1.0,,6.0,3.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1505_home,True,6,4,0,6,0,,,,,,,,,,,2.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1507_home,True,26,5,0,26,0,,,,,,,,,,,9.0,2.0,,,,,,,1.0,2.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508_home,True,13,3,0,13,0,,,,,,,,,,,5.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1509_home,True,10,4,2,4,4,,,,,,,,,,,,4.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1513_home,True,6,3,0,6,0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1515_home,True,27,9,4,16,7,,1.0,,,3.0,,,,,1.0,10.0,2.0,,1.0,,7.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516_home,True,67,12,24,41,2,,,2.0,,,,,2.0,1.0,,2.0,3.0,,25.0,,2.0,,,,1.0,,,,,2.0,,,21.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1520_home,True,9,3,0,9,0,,,,,,,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1522_home,True,62,11,23,18,21,,3.0,2.0,1.0,17.0,,,,,1.0,5.0,2.0,,6.0,,21.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1523_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525_home,True,39,5,14,25,0,14.0,,,,,,,,,,11.0,2.0,,,,,,,,2.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526_home,True,6,4,0,6,0,,,,,,,,,,,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1527_home,True,7,3,0,7,0,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1529_home,True,90,16,11,78,1,1.0,,2.0,1.0,4.0,3.0,3.0,10.0,1.0,,8.0,1.0,11.0,1.0,41.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530_home,True,26,5,2,24,0,,2.0,,,,,,,,,13.0,2.0,,,,,,,,2.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532_home,True,13,6,6,7,0,,,4.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1533_home,True,25,9,9,16,0,2.0,,,,6.0,1.0,,,,3.0,1.0,1.0,,4.0,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535_home,True,197,20,12,184,1,1.0,1.0,2.0,1.0,4.0,3.0,3.0,42.0,1.0,1.0,15.0,2.0,11.0,1.0,103.0,1.0,,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536_home,True,40,13,2,36,2,,1.0,,,,,1.0,,,,10.0,1.0,,6.0,3.0,2.0,1.0,,,1.0,1.0,8.0,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539_home,True,29,5,0,29,0,,,,,,,,,,2.0,9.0,2.0,,,,,,,,2.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540_home,True,117,10,32,54,31,,6.0,,,25.0,,,,,3.0,4.0,,,2.0,,31.0,1.0,,,2.0,19.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541_home,True,17,8,10,7,0,4.0,,4.0,1.0,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1542_home,True,159,20,38,83,38,7.0,5.0,,9.0,8.0,,,8.0,,,23.0,3.0,,15.0,5.0,38.0,4.0,,1.0,2.0,,,,,1.0,17.0,2.0,5.0,,,,1.0,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,
1544_home,True,32,13,9,21,2,,,2.0,,,,,2.0,1.0,,3.0,3.0,,3.0,,2.0,,,,1.0,1.0,,,,2.0,,,6.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546_home,True,54,11,1,51,2,,,,,,,,,,1.0,24.0,1.0,,6.0,6.0,2.0,1.0,,,6.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
1547_home,True,56,10,2,15,39,,,2.0,,,,4.0,,1.0,,1.0,3.0,,,,39.0,,,1.0,,,,,,,,,,,,3.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1549_home,True,6,4,1,5,0,,,1.0,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550_home,True,41,10,2,37,2,,1.0,,,,,,,,1.0,9.0,1.0,,6.0,6.0,2.0,1.0,,,6.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551_home,True,3,3,0,3,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1553_home,True,39,13,14,23,2,,,2.0,,,,,2.0,1.0,,3.0,3.0,,5.0,,2.0,,,,1.0,1.0,,,,2.0,,,11.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1554_home,True,112,15,11,100,1,1.0,,2.0,1.0,4.0,3.0,6.0,20.0,,2.0,10.0,3.0,11.0,1.0,45.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555_home,True,19,4,0,19,0,,,,,,,,,,,9.0,2.0,,,,,,,,2.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556_home,True,13,4,0,13,0,,,,,,,,,,,3.0,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1559_home,True,44,11,19,23,2,7.0,4.0,,,8.0,,,,,,10.0,1.0,,,,2.0,,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1560_home,True,5,2,0,5,0,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561_home,True,38,12,5,32,1,,2.0,,,,,3.0,,,2.0,9.0,1.0,,7.0,5.0,1.0,2.0,,,3.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562_home,True,252,17,11,233,8,2.0,,,4.0,1.0,1.0,,,1.0,2.0,37.0,,,2.0,162.0,8.0,1.0,,,2.0,,,,,,,21.0,,4.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1563_home,True,9,6,0,9,0,,,,,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1564_home,True,12,3,0,12,0,,,,,,,,,,,9.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1565_home,True,11,4,2,4,5,,,,,,,,,,,,4.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
