page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_label_missing,error_language_missing,error_button_empty,alert_alt_suspicious,alert_h1_missing,alert_link_redundant,alert_link_pdf,alert_text_small,contrast_contrast,alert_select_missing_label,alert_region_missing,error_alt_missing,error_link_empty,error_aria_menu_broken,alert_alt_duplicate,alert_label_orphaned,alert_heading_skipped,alert_link_suspicious,alert_event_handler,alert_text_justified,alert_heading_missing,alert_link_internal_broken,error_alt_link_missing,alert_youtube_video,alert_title_redundant,error_th_empty,alert_noscript,alert_image_title,alert_label_title,alert_accesskey,alert_table_layout,error_heading_empty,alert_alt_redundant,alert_legend_missing,alert_tabindex,alert_heading_possible,alert_underline,error_link_skip_broken,alert_fieldset_missing,alert_plugin,alert_alt_long,alert_javascript_jumpmenu,error_alt_spacer_missing,error_title_invalid,error_aria_reference_broken,alert_table_caption_possible,alert_link_powerpoint,alert_link_excel,alert_audio_video,alert_list_possible,error_label_multiple,error_meta_refresh,error_alt_area_missing,alert_flash,error_alt_map_missing,error_label_empty,alert_html5_video_audio,error_alt_input_missing,alert_link_word,alert_longdesc,error_marquee,error_blink,alert_applet
6126_home,True,884,10,73,803,8,,1.0,,,1.0,,,692.0,8.0,,,2.0,,,,66.0,,,,,,,,,,,,,,,,18.0,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,52.0,,,,,,,
6127_home,True,22,9,9,5,8,1.0,1.0,,,1.0,,,,8.0,1.0,,,1.0,,,,3.0,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128_home,True,16,7,3,4,9,1.0,,2.0,,1.0,1.0,,,9.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129_home,True,10,4,0,6,4,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6130_home,True,26,5,2,2,22,1.0,1.0,,,1.0,,,,22.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132_home,True,6,4,0,4,2,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134_home,True,45,7,9,36,0,,,,,,,,,,,1.0,1.0,,,,,,1.0,31.0,2.0,1.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135_home,True,19,7,5,14,0,1.0,,,,,2.0,,3.0,,,,,4.0,,,,1.0,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136_home,True,27,5,11,7,9,,,,,1.0,6.0,,,9.0,,,1.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137_home,True,10,7,4,4,2,1.0,,,,1.0,1.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
6138_home,True,15,9,2,6,7,1.0,,,,1.0,1.0,,1.0,7.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
6139_home,True,30,7,15,8,7,12.0,1.0,,,,,,,7.0,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
6140_home,True,14,5,0,5,9,,,,2.0,,1.0,,,9.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141_home,True,25,7,14,4,7,1.0,,1.0,,,,,,7.0,,,12.0,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142_home,True,6,5,2,3,1,,1.0,,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143_home,True,7,5,3,4,0,,1.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6144_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145_home,True,24,4,1,3,20,,,,,,,,,20.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146_home,True,14,7,1,5,8,1.0,,,,1.0,1.0,,,8.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6147_home,True,25,8,8,4,13,1.0,,1.0,,,1.0,,,13.0,,,2.0,,,,,1.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148_home,True,7,6,3,3,1,,1.0,,,1.0,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149_home,True,21,6,8,10,3,,,,,,,,7.0,3.0,,1.0,8.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150_home,True,284,9,3,274,7,,1.0,,,,,,46.0,7.0,,,1.0,1.0,,,,1.0,,,225.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151_home,True,48,8,15,21,12,1.0,1.0,1.0,,,,,8.0,12.0,,,12.0,,,,,,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152_home,True,15,5,5,5,5,,,,,,,,,5.0,,,,,,,,,,4.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
6153_home,True,39,6,2,16,21,1.0,1.0,,,,1.0,,13.0,21.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154_home,True,77,10,4,43,30,2.0,1.0,,,,7.0,,32.0,30.0,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
6155_home,True,12,7,8,3,1,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,6.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6156_home,True,26,8,14,9,3,,,2.0,,,2.0,,,3.0,,,2.0,,,,,2.0,3.0,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157_home,True,24,7,5,6,13,,,1.0,,,1.0,,,13.0,,,,4.0,,,,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158_home,True,23,10,3,20,0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,9.0,1.0,,1.0,,,,,,,,6.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
6159_home,True,14,8,5,3,6,1.0,,,,,,,,6.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
6160_home,True,12,4,4,8,0,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
6161_home,True,12,5,1,7,4,,1.0,,,1.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162_home,True,45,8,29,5,11,1.0,,6.0,2.0,,,,,11.0,,1.0,22.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163_home,True,30,10,7,13,10,3.0,1.0,,,,,,1.0,10.0,,,3.0,,,,,,,,3.0,,,,,1.0,,1.0,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6164_home,True,21,6,5,16,0,1.0,1.0,,1.0,,14.0,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166_home,True,48,8,7,20,21,,1.0,1.0,,1.0,,,,21.0,,,5.0,,,,,1.0,,,17.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167_home,True,27,9,10,10,7,5.0,,,,,2.0,1.0,,7.0,,,4.0,1.0,,,,1.0,,,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168_home,True,27,8,16,10,1,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,15.0,,,,1.0,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169_home,True,10,8,7,2,1,1.0,1.0,,,1.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170_home,True,42,11,9,23,10,2.0,,1.0,,1.0,13.0,,,10.0,,,,,,,,6.0,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,
6171_home,True,27,7,2,13,12,,1.0,,,,4.0,,4.0,12.0,,,1.0,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172_home,True,22,10,3,18,1,1.0,,1.0,,1.0,5.0,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173_home,True,17,6,12,2,3,2.0,1.0,,,,,,,3.0,,,9.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174_home,True,16,4,2,8,6,1.0,,1.0,,,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175_home,True,300,11,40,245,15,20.0,,6.0,,,1.0,,220.0,15.0,,,10.0,,,,8.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,
6176_home,True,136,12,43,12,81,1.0,,,,,4.0,,1.0,81.0,,,6.0,35.0,,,2.0,2.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177_home,True,22,3,0,19,3,,,,,1.0,,,,3.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178_home,True,16,6,1,12,3,1.0,,,,,1.0,,,3.0,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179_home,True,15,6,2,5,8,,1.0,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6180_home,True,4,4,0,4,0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181_home,True,13,6,4,4,5,,,,,,1.0,,,5.0,,,3.0,,,,,1.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182_home,True,15,7,5,8,2,2.0,1.0,,,,6.0,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183_home,True,43,8,6,7,30,2.0,,,2.0,,1.0,,,30.0,3.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
6184_home,True,5,4,1,2,2,1.0,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185_home,True,23,6,2,12,9,1.0,,,,,,,,9.0,1.0,,1.0,,,,,,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6186_home,True,17,5,8,9,0,7.0,,1.0,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187_home,True,5,4,2,1,2,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
6188_home,True,44,13,6,23,15,,1.0,,3.0,,7.0,,2.0,15.0,,1.0,,4.0,,2.0,,1.0,3.0,,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189_home,True,3,3,2,1,0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190_home,True,526,13,59,462,5,21.0,1.0,8.0,,,,,410.0,5.0,38.0,,9.0,,,,1.0,11.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,
6191_home,True,16,7,9,7,0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
6192_home,True,20,8,15,2,3,,,,,1.0,,,,3.0,,,5.0,2.0,,,,1.0,,,,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
6193_home,True,99,7,8,79,12,,1.0,,,,,,,12.0,,,4.0,2.0,,,,,,77.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6194_home,True,24,5,1,14,9,1.0,,,,,,,,9.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195_home,True,21,6,15,5,1,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,14.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196_home,True,26,8,7,6,13,,1.0,,,1.0,,,1.0,13.0,3.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197_home,True,60,9,19,3,38,,1.0,,,,,,,38.0,,,9.0,,2.0,,,1.0,1.0,,1.0,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198_home,True,19,6,1,12,6,1.0,,,,,,,,6.0,,,,,,4.0,,,,,4.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199_home,True,13,6,2,3,8,,,1.0,,1.0,,,,8.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200_home,True,3,2,0,3,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6201_home,True,31,9,6,19,6,1.0,,1.0,,1.0,,1.0,,6.0,,,,,,,1.0,,,,2.0,,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203_home,True,1242,5,1228,7,7,1223.0,,,,,,,,7.0,,,4.0,,,,,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204_home,True,9,4,1,5,3,,1.0,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
6205_home,True,23,5,1,4,18,,,,,1.0,1.0,,,18.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
6206_home,True,9,6,5,3,1,,,3.0,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207_home,True,31,7,2,11,18,,,,,1.0,,,,18.0,,1.0,,,,,,,,,7.0,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6208_home,True,7,6,1,4,2,1.0,,,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209_home,True,11,6,5,3,3,,,1.0,,1.0,1.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210_home,True,26,7,3,10,13,,,,,1.0,,,,13.0,,1.0,,,,,,,,,6.0,,,3.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211_home,True,22,6,7,3,12,2.0,1.0,,,,,,,12.0,,,4.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6212_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6213_home,True,44,10,35,3,6,14.0,1.0,4.0,,1.0,,,,6.0,,,3.0,,,,,1.0,,,,,,3.0,,,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214_home,True,16,7,0,13,3,,,,5.0,,,,3.0,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6215_home,True,21,7,8,1,12,2.0,,2.0,,,,,,12.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6216_home,True,7,3,0,7,0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217_home,True,8,5,1,7,0,,1.0,,,1.0,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218_home,True,29,5,6,0,23,1.0,1.0,,,,,,,23.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219_home,True,33,10,11,3,19,1.0,1.0,2.0,,,1.0,,,19.0,1.0,,3.0,1.0,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220_home,True,11,5,2,6,3,,,,,,,,,3.0,,,1.0,1.0,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222_home,True,11,6,6,3,2,1.0,,,,,,,,2.0,,,5.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223_home,True,48,8,7,6,35,,1.0,,,1.0,1.0,,,35.0,,,,5.0,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224_home,True,15,6,11,2,2,,1.0,,,,,,,2.0,,,3.0,,,,,,,,,1.0,,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6225_home,True,39,9,25,8,6,2.0,1.0,2.0,,,,,,6.0,,,20.0,,,,2.0,3.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226_home,True,13,4,4,2,7,,,,,,,,,7.0,,1.0,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6227_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228_home,True,70,10,31,6,33,3.0,1.0,3.0,,1.0,1.0,,,33.0,,,13.0,4.0,,,,,,,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229_home,True,9,5,0,8,1,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230_home,True,22,3,0,7,15,,,,,1.0,,,,15.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_home,True,9,6,3,3,3,2.0,,1.0,,1.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6233_home,True,3,2,2,1,0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234_home,True,10,5,2,2,6,,1.0,,,,,,,6.0,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236_home,True,5,4,1,4,0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237_home,True,47,9,8,10,29,,1.0,,1.0,1.0,2.0,,,29.0,,,,,,,,1.0,2.0,,,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6238_home,True,9,6,3,5,1,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
6239_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240_home,True,7,7,0,6,1,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
6241_home,True,33,6,5,9,19,,1.0,1.0,,1.0,,,,19.0,,,,,,,,,,,8.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242_home,True,21,7,7,8,6,5.0,,,,,1.0,,,6.0,,,,1.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
6243_home,True,21,9,11,5,5,4.0,,1.0,,1.0,1.0,,,5.0,,1.0,6.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244_home,True,61,12,30,17,14,13.0,1.0,,,1.0,,1.0,,14.0,,1.0,13.0,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,
6245_home,True,31,6,10,9,12,1.0,,,,,6.0,,,12.0,,,,8.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
6246_home,True,24,10,8,6,10,4.0,1.0,,,1.0,1.0,,,10.0,1.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248_home,True,7,4,5,2,0,1.0,,,,1.0,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249_home,True,269,3,269,0,0,,,,,,,,,,,,22.0,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6250_home,True,30,10,9,14,7,1.0,1.0,,,1.0,,,,7.0,,1.0,5.0,,,,,,,,7.0,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
6251_home,True,14,9,5,8,1,3.0,,1.0,4.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252_home,True,15,3,0,6,9,,,,,,,,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253_home,True,11,6,5,2,4,,,,,,,,,4.0,,,,3.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
6254_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256_home,True,93,10,14,51,28,,1.0,1.0,,1.0,19.0,,,28.0,,1.0,,,,,,,8.0,,21.0,,,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257_home,True,9,6,5,4,0,,1.0,,,,2.0,,,,,,,2.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258_home,True,3,3,2,1,0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6259_home,True,6,5,2,4,0,,,,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260_home,True,14,8,4,8,2,2.0,1.0,,,,,1.0,5.0,2.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261_home,True,11,7,4,7,0,2.0,1.0,,1.0,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262_home,True,17,5,1,4,12,,,,,,2.0,,,12.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263_home,True,3,3,0,3,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264_home,True,20,9,5,8,7,4.0,1.0,,,,,,,7.0,2.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
6265_home,True,8,4,2,1,5,,1.0,,,,,,,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266_home,True,89,7,82,5,2,,1.0,,,,,,,2.0,,1.0,2.0,,,,,,,,,1.0,,79.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267_home,True,21,9,12,5,4,8.0,1.0,,,,,,,4.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
