page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_label_missing,error_language_missing,error_button_empty,alert_alt_suspicious,alert_h1_missing,alert_link_redundant,alert_link_pdf,alert_text_small,contrast_contrast,alert_select_missing_label,alert_region_missing,error_alt_missing,error_link_empty,error_aria_menu_broken,alert_alt_duplicate,alert_label_orphaned,alert_heading_skipped,alert_link_suspicious,alert_event_handler,alert_text_justified,alert_heading_missing,alert_link_internal_broken,error_alt_link_missing,alert_youtube_video,alert_title_redundant,error_th_empty,alert_noscript,alert_image_title,alert_label_title,alert_accesskey,alert_table_layout,error_heading_empty,alert_alt_redundant,alert_legend_missing,alert_tabindex,alert_heading_possible,alert_underline,error_link_skip_broken,alert_fieldset_missing,alert_plugin,alert_alt_long,alert_javascript_jumpmenu,error_alt_spacer_missing,error_title_invalid,error_aria_reference_broken,alert_table_caption_possible,alert_link_powerpoint,alert_link_excel,alert_audio_video,alert_list_possible,error_label_multiple,error_meta_refresh,error_alt_area_missing,alert_flash,error_alt_map_missing,error_label_empty,alert_html5_video_audio,error_alt_input_missing,alert_link_word,alert_longdesc,error_marquee,error_blink,alert_applet
1389_home,True,8,5,1,3,4,,1.0,,,,1.0,,,4.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390_home,True,29,11,12,6,11,1.0,1.0,,,,1.0,,,11.0,1.0,1.0,4.0,,,,,,,,,1.0,,6.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391_home,True,28,12,20,8,0,,1.0,,,,1.0,,,,,1.0,1.0,10.0,,,,,1.0,1.0,,1.0,,4.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,
1392_home,True,30,13,7,12,11,1.0,,1.0,,,1.0,1.0,4.0,11.0,1.0,,1.0,3.0,,,,1.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1393_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395_home,True,13,8,5,6,2,1.0,1.0,,,,3.0,,,2.0,1.0,,1.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397_home,True,16,8,3,11,2,,1.0,,,,,1.0,,2.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1398_home,True,13,7,7,6,0,3.0,1.0,,,,,,,,3.0,1.0,,,,,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399_home,True,1,1,1,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401_home,True,140,12,47,78,15,2.0,1.0,,,,2.0,,2.0,15.0,,1.0,2.0,,,,,,,,,,,42.0,,50.0,,,,,,10.0,,,,,,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1402_home,True,49,8,0,47,2,,,,,,31.0,,8.0,2.0,,,,,,,,,,,,,,,,1.0,,,,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403_home,True,17,8,6,8,3,,1.0,,,,,,,3.0,,1.0,3.0,,,,,,,,,1.0,,2.0,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
1404_home,True,75,16,6,60,9,1.0,,1.0,,,1.0,,,9.0,,,,1.0,,,,,1.0,,,,1.0,3.0,,26.0,,1.0,,,19.0,6.0,,,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1407_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409_home,True,65,10,15,20,30,1.0,,,,,12.0,,,30.0,,,4.0,8.0,,,1.0,4.0,,,,,,2.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411_home,True,92,14,25,62,5,21.0,1.0,,,,2.0,1.0,,5.0,13.0,1.0,3.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,12.0,,,,,,28.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1412_home,True,28,5,3,6,19,,,,,,5.0,,,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413_home,True,29,6,3,26,0,3.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,20.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
1414_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416_home,True,27,12,2,21,4,,1.0,,,1.0,2.0,,3.0,4.0,2.0,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417_home,True,9,5,4,5,0,,1.0,,,,,,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418_home,True,27,7,10,6,11,3.0,,,,1.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,
1419_home,True,39,11,10,22,7,1.0,,,,,,,,7.0,2.0,,6.0,2.0,,,2.0,,,,15.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
1421_home,True,4,4,0,4,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1422_home,True,41,8,6,10,25,,1.0,,,,,,,25.0,,1.0,2.0,,,,,,,,3.0,,,2.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1423_home,True,13,8,8,5,0,5.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1424_home,True,42,11,5,35,2,2.0,1.0,,,,1.0,,,2.0,,1.0,,,,,,,,10.0,,1.0,,2.0,,,,,,,,18.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1425_home,True,18,8,7,10,1,2.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,8.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426_home,True,53,8,1,27,25,,1.0,,,,2.0,,,25.0,,1.0,,,,,,2.0,,,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1427_home,True,12,6,1,11,0,1.0,,,,1.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429_home,True,18,6,3,2,13,,1.0,,,,1.0,,,13.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1430_home,True,19,6,3,2,14,1.0,1.0,,,,,,1.0,14.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432_home,True,32,6,3,23,6,,,,,,,,,6.0,,1.0,2.0,,,,,,,,21.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434_home,True,17,9,6,9,2,,,1.0,,,6.0,,1.0,2.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1435_home,True,3,3,2,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1436_home,True,4,4,0,3,1,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442_home,True,14,3,0,9,5,,,,,,1.0,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443_home,True,614,6,1,612,1,,,,,,302.0,13.0,,1.0,,,1.0,,,1.0,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446_home,True,64,15,10,15,39,7.0,,,,1.0,1.0,,,39.0,1.0,,,1.0,,1.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
1447_home,True,6,6,2,3,1,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450_home,True,5,3,1,4,0,,1.0,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452_home,True,6,6,1,5,0,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1454_home,True,28,13,13,15,0,2.0,1.0,,,,2.0,,,,1.0,1.0,7.0,2.0,,,,,,6.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
1455_home,True,10,6,3,5,2,,,1.0,,,,,,2.0,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456_home,True,9,5,4,5,0,,1.0,,,,,,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458_home,True,3,3,1,2,0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460_home,True,84,7,2,66,16,,,,,,6.0,,,16.0,,,1.0,,,3.0,,,,,52.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461_home,True,31,9,4,14,13,,1.0,3.0,,1.0,1.0,,8.0,13.0,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462_home,True,22,5,14,8,0,13.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465_home,True,16,5,1,4,11,,1.0,,,,,,,11.0,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466_home,True,18,9,6,7,5,,1.0,,,,,,,5.0,,1.0,2.0,,,,,,,,2.0,1.0,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1467_home,True,33,6,3,7,23,1.0,,,,1.0,,,,23.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1468_home,True,8,4,1,7,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469_home,True,53,10,8,6,39,,,4.0,,1.0,1.0,,,39.0,,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
1470_home,True,5,5,4,1,0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471_home,True,3,3,0,3,0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473_home,True,25,11,14,11,0,4.0,,,,,1.0,,,,,,1.0,,2.0,,,2.0,3.0,3.0,,,,,,1.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
1474_home,True,3,3,0,3,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475_home,True,40,12,5,35,0,1.0,,,,1.0,2.0,3.0,1.0,,,1.0,3.0,,,,,,,,24.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1476_home,True,32,11,7,24,1,2.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479_home,True,37,7,16,7,14,,,1.0,,1.0,1.0,,,14.0,,,8.0,,,,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480_home,True,23,7,4,5,14,1.0,,,,1.0,,,,14.0,1.0,,2.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481_home,True,16,7,9,2,5,1.0,1.0,,,,1.0,,,5.0,,,,1.0,,,,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482_home,True,9,7,4,2,3,,1.0,1.0,,,1.0,,,3.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483_home,True,29,12,12,15,2,1.0,1.0,6.0,,1.0,1.0,,,2.0,1.0,1.0,,4.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1484_home,True,18,5,0,18,0,,,,,,10.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1485_home,True,2,2,1,1,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1486_home,True,24,11,5,7,12,1.0,,,,1.0,2.0,,1.0,12.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
1487_home,True,158,13,56,91,11,5.0,1.0,,,1.0,72.0,,,11.0,1.0,1.0,,48.0,,8.0,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,
1488_home,True,31,9,3,7,21,,1.0,,,,,,,21.0,,,,1.0,,,,,2.0,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490_home,True,37,10,11,26,0,,1.0,,,,,,,,,1.0,8.0,,,,,,,17.0,,1.0,,,,,,,1.0,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
1491_home,True,171,12,21,53,97,,1.0,,,,1.0,1.0,,97.0,,1.0,13.0,,,,,,1.0,37.0,8.0,1.0,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492_home,True,15,7,7,4,4,5.0,1.0,1.0,,,1.0,,,4.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493_home,True,55,8,8,19,28,2.0,,,,1.0,,,,28.0,,,,2.0,,,,,,,,,,4.0,,1.0,,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495_home,True,61,3,0,61,0,,,,,,1.0,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1497_home,True,23,9,3,18,2,2.0,1.0,,,1.0,2.0,,,2.0,5.0,1.0,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498_home,True,129,6,53,66,10,,,1.0,,,65.0,,,10.0,,,,43.0,,,,,,,,,,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500_home,True,27,10,4,14,9,,1.0,,,1.0,,,,9.0,,1.0,,,,,,,,,5.0,,1.0,2.0,,,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1502_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503_home,True,20,9,4,16,0,1.0,,,,,1.0,,2.0,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,1.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505_home,True,25,10,8,17,0,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,2.0,1.0,,,6.0,,,,,,,,4.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1506_home,True,59,11,8,11,40,1.0,1.0,,,1.0,1.0,,6.0,40.0,,,2.0,1.0,,,,,,,2.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508_home,True,11,5,8,1,2,6.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509_home,True,26,8,7,11,8,,1.0,,,,8.0,,,8.0,,1.0,2.0,,,,,,,,,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1513_home,True,29,9,1,14,14,1.0,,,2.0,,,1.0,,14.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514_home,True,36,8,0,20,16,,,,,,2.0,,,16.0,,,,,,1.0,,,,,4.0,,2.0,,,2.0,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516_home,True,43,9,13,22,8,1.0,,,,1.0,2.0,,,8.0,,,8.0,,,,,,,4.0,,,1.0,4.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517_home,True,9,6,7,2,0,2.0,1.0,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518_home,True,18,6,0,9,9,,,,,,1.0,,3.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1519_home,True,10,5,1,3,6,,1.0,,,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1520_home,True,2,2,0,2,0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521_home,True,24,9,2,13,9,1.0,1.0,,,1.0,,,,9.0,1.0,,,,,7.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1522_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523_home,True,12,6,3,9,0,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,1.0,2.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524_home,True,18,10,3,15,0,3.0,,,1.0,,,,3.0,,1.0,1.0,,,,,,1.0,3.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526_home,True,14,6,4,5,5,1.0,,,,,3.0,,1.0,5.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527_home,True,12,5,0,12,0,,,,,1.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529_home,True,25,10,8,12,5,6.0,,,,1.0,3.0,,,5.0,2.0,1.0,,2.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1531_home,True,9,5,3,2,4,,1.0,,,1.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1533_home,True,32,8,6,19,7,,1.0,,,,,,,7.0,,1.0,4.0,,,,,,,,14.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1534_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535_home,True,24,11,7,9,8,5.0,1.0,,,1.0,,,,8.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
1536_home,True,49,6,5,18,26,,,5.0,,1.0,,,,26.0,,1.0,,,,,,,,,14.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538_home,True,27,8,1,26,0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,14.0,,,4.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539_home,True,24,10,16,8,0,,1.0,,,,,,,,,1.0,13.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
1540_home,True,103,11,23,74,6,1.0,1.0,,,1.0,12.0,,50.0,6.0,,1.0,,4.0,5.0,,,,,,,,,12.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1545_home,True,210,13,19,110,81,1.0,,4.0,,1.0,68.0,28.0,2.0,81.0,,,,11.0,,,,1.0,,,,,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1546_home,True,140,13,19,109,12,1.0,,4.0,,1.0,67.0,28.0,2.0,12.0,,,,11.0,,,,1.0,,,,,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1548_home,True,6,4,1,5,0,,1.0,,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549_home,True,13,5,3,5,5,,,3.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550_home,True,84,11,17,46,21,1.0,1.0,,,,,,,21.0,1.0,1.0,13.0,,,,,,,37.0,4.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551_home,True,25,7,5,3,17,1.0,,,,,,1.0,,17.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1553_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554_home,True,1,1,0,1,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558_home,True,9,6,3,5,1,,,,,1.0,,,,1.0,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1559_home,True,28,6,0,23,5,,,,,,5.0,,,5.0,,,,,,,15.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1561_home,True,190,16,99,62,29,7.0,48.0,13.0,,,,,14.0,29.0,,,18.0,1.0,,,1.0,,,,,,,1.0,,,2.0,9.0,,,,7.0,,6.0,12.0,,,13.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1562_home,True,15,4,3,4,8,3.0,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1563_home,True,20,10,4,15,1,,,,,,6.0,,1.0,1.0,1.0,,,3.0,,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1564_home,True,27,10,3,18,6,2.0,1.0,,,,1.0,,3.0,6.0,,1.0,,,,,,,,6.0,,1.0,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
