id,source_id,date_added
952,dc_5137,11-29-2023
953,dc_1698,11-29-2023
954,dc_522,11-29-2023
955,dc_1440,11-29-2023
956,dc_4017,11-29-2023
957,dc_1820,11-29-2023
958,dc_1067,11-29-2023
959,dc_6800,11-29-2023
960,dc_3571,11-29-2023
961,dc_267,11-29-2023
962,dc_6049,11-29-2023
963,dc_1608,11-29-2023
964,dc_7170,11-29-2023
965,dc_1828,11-29-2023
966,dc_5003,11-29-2023
967,dc_209,11-29-2023
968,dc_717,11-29-2023
969,dc_207,11-29-2023
970,dc_198,11-29-2023
971,dc_5860,11-29-2023
972,dc_6806,11-29-2023
973,dc_4455,11-29-2023
974,dc_376,11-29-2023
975,dc_5511,11-29-2023
976,dc_465,11-29-2023
977,dc_1878,11-29-2023
978,dc_310,11-29-2023
979,dc_3855,11-29-2023
980,dc_1677,11-29-2023
981,dc_1375,11-29-2023
982,dc_156,11-29-2023
983,dc_1329,11-29-2023
984,dc_7,11-29-2023
985,dc_4717,11-29-2023
986,dc_443,11-29-2023
987,dc_925,11-29-2023
988,dc_1230,11-29-2023
989,dc_9009,11-29-2023
990,dc_8012,11-29-2023
991,dc_7280,11-29-2023
992,dc_7282,11-29-2023
993,dc_7602,11-29-2023
994,dc_7617,11-29-2023
995,dc_7411,11-29-2023
996,dc_7064,11-29-2023
997,dc_6405,11-29-2023
998,dc_7250,11-29-2023
999,dc_4478,11-29-2023
1000,dc_7326,11-29-2023
1001,dc_303,11-29-2023
1002,dc_691,11-29-2023
1003,dc_185,11-29-2023
1004,dc_74,11-29-2023
1005,dc_471,11-29-2023
1006,dc_649,11-29-2023
1007,dc_427,11-29-2023
1008,dc_5726,11-29-2023
1009,dc_1477,11-29-2023
1010,dc_1382,11-29-2023
1011,dc_1084,11-29-2023
1012,dc_6675,11-29-2023
1013,dc_4144,11-29-2023
1014,dc_1618,11-29-2023
1015,dc_173,11-29-2023
1016,dc_5877,11-29-2023
1017,dc_6131,11-29-2023
1018,dc_589,11-29-2023
1019,dc_6828,11-29-2023
1020,dc_3737,11-29-2023
1021,dc_4876,11-29-2023
1022,dc_70,11-29-2023
1023,dc_5380,11-29-2023
1024,dc_7454,11-29-2023
1025,dc_7245,11-29-2023
1026,dc_7247,11-29-2023
1027,dc_6399,11-29-2023
1028,dc_4466,11-29-2023
1029,dc_4832,11-29-2023
1030,dc_415,11-29-2023
1031,dc_5167,11-29-2023
1032,dc_157,11-29-2023
1033,dc_1904,11-29-2023
1034,dc_3563,11-29-2023
1035,dc_1374,11-29-2023
1036,dc_1410,11-29-2023
1037,dc_1559,11-29-2023
1038,dc_6734,11-29-2023
1039,dc_6799,11-29-2023
1040,dc_1168,11-29-2023
1041,dc_4542,11-29-2023
1042,dc_140,11-29-2023
1043,dc_5075,11-29-2023
1044,dc_4344,11-29-2023
1045,dc_981,11-29-2023
1046,dc_506,11-29-2023
1047,dc_3430,11-29-2023
1048,dc_3188,11-29-2023
1049,dc_7216,11-29-2023
1050,dc_7238,11-29-2023
1051,dc_7094,11-29-2023
1052,dc_3298,11-29-2023
1053,dc_414,11-29-2023
1054,dc_3240,11-29-2023
1055,dc_82,11-29-2023
1056,dc_5570,11-29-2023
1057,dc_5382,11-29-2023
1058,dc_7093,11-29-2023
1059,dc_4641,11-29-2023
1060,dc_3401,11-29-2023
1061,dc_4886,11-29-2023
1062,dc_6232,11-29-2023
1063,dc_4574,11-29-2023
1064,dc_4319,11-29-2023
1065,dc_5394,11-29-2023
1066,dc_4922,11-29-2023
1067,dc_315,11-29-2023
1068,dc_6300,11-29-2023
1069,dc_3305,11-29-2023
1070,dc_552,11-29-2023
1071,dc_1804,11-29-2023
1072,dc_1805,11-29-2023
1073,dc_3330,11-29-2023
1074,dc_87,11-29-2023
1075,dc_7293,11-29-2023
1076,dc_412,11-29-2023
1077,dc_18,11-29-2023
1078,dc_5155,11-29-2023
1079,dc_8038,11-29-2023
1080,dc_8117,11-29-2023
1081,dc_7458,11-29-2023
1082,dc_7263,11-29-2023
1083,dc_7528,11-29-2023
1084,dc_7553,11-29-2023
1085,dc_7304,11-29-2023
1086,dc_7612,11-29-2023
1087,dc_7621,11-29-2023
1088,dc_7088,11-29-2023
1089,dc_3603,11-29-2023
1090,dc_4297,11-29-2023
1091,dc_4930,11-29-2023
1092,dc_3834,11-29-2023
1093,dc_841,11-29-2023
1094,dc_962,11-29-2023
1095,dc_162,11-29-2023
1096,dc_1012,11-29-2023
1097,dc_4427,11-29-2023
1098,dc_1466,11-29-2023
1099,dc_5818,11-29-2023
1100,dc_5278,11-29-2023
1101,dc_511,11-29-2023
1102,dc_3851,11-29-2023
1103,dc_365,11-29-2023
1104,dc_5538,11-29-2023
1105,dc_4919,11-29-2023
1106,dc_803,11-29-2023
1107,dc_4221,11-29-2023
1108,dc_5878,11-29-2023
1109,dc_1302,11-29-2023
1110,dc_142,11-29-2023
1111,dc_3816,11-29-2023
1112,dc_1770,11-29-2023
1113,dc_5004,11-29-2023
1114,dc_1907,11-29-2023
1115,dc_560,11-29-2023
1116,dc_561,11-29-2023
1117,dc_1512,11-29-2023
1118,dc_4213,11-29-2023
1119,dc_6033,11-29-2023
1120,dc_101,11-29-2023
1121,dc_5772,11-29-2023
1122,dc_1083,11-29-2023
1123,dc_872,11-29-2023
1124,dc_941,11-29-2023
1125,dc_1245,11-29-2023
1126,dc_6154,11-29-2023
1127,dc_6250,11-29-2023
1128,dc_6324,11-29-2023
1129,dc_6394,11-29-2023
1130,dc_6142,11-29-2023
1131,dc_5647,11-29-2023
1132,dc_1184,11-29-2023
1133,dc_3354,11-29-2023
1134,dc_1737,11-29-2023
1135,dc_3282,11-29-2023
1136,dc_325,11-29-2023
1137,dc_7033,11-29-2023
1138,dc_7349,11-29-2023
1139,dc_3783,11-29-2023
1140,dc_1119,11-29-2023
1141,dc_3973,11-29-2023
1142,dc_5326,11-29-2023
1143,dc_5671,11-29-2023
1144,dc_1321,11-29-2023
1145,dc_5109,11-29-2023
1146,dc_65,11-29-2023
1147,dc_1191,11-29-2023
1148,dc_4105,11-29-2023
1149,dc_5152,11-29-2023
1150,dc_7762,11-29-2023
1151,dc_7508,11-29-2023
1152,dc_7269,11-29-2023
1153,dc_7526,11-29-2023
1154,dc_7312,11-29-2023
1155,dc_7878,11-29-2023
1156,dc_6851,11-29-2023
1157,dc_1847,11-29-2023
1158,dc_4437,11-29-2023
1159,dc_2029,11-29-2023
1160,dc_4205,11-29-2023
1161,dc_790,11-29-2023
1162,dc_5528,11-29-2023
1163,dc_1296,11-29-2023
1164,dc_4159,11-29-2023
1165,dc_5705,11-29-2023
1166,dc_1501,11-29-2023
1167,dc_1710,11-29-2023
1168,dc_1569,11-29-2023
1169,dc_661,11-29-2023
1170,dc_6223,11-29-2023
1171,dc_6021,11-29-2023
1172,dc_1209,11-29-2023
1173,dc_670,11-29-2023
1174,dc_5440,11-29-2023
1175,dc_4196,11-29-2023
1176,dc_1345,11-29-2023
1177,dc_7502,11-29-2023
1178,dc_7113,11-29-2023
1179,dc_7138,11-29-2023
1180,dc_306,11-29-2023
1181,dc_3696,11-29-2023
1182,dc_3979,11-29-2023
1183,dc_4590,11-29-2023
1184,dc_7024,11-29-2023
1185,dc_7419,11-29-2023
1186,dc_6772,11-29-2023
1187,dc_1498,11-29-2023
1188,dc_3872,11-29-2023
1189,dc_1761,11-29-2023
1190,dc_6068,11-29-2023
1191,dc_3901,11-29-2023
1192,dc_5192,11-29-2023
1193,dc_117,11-29-2023
1194,dc_5678,11-29-2023
1195,dc_178,11-29-2023
1196,dc_1363,11-29-2023
1197,dc_2026,11-29-2023
1198,dc_5494,11-29-2023
1199,dc_5578,11-29-2023
1200,dc_6521,11-29-2023
1201,dc_1597,11-29-2023
1202,dc_1827,11-29-2023
1203,dc_635,11-29-2023
1204,dc_147,11-29-2023
1205,dc_1279,11-29-2023
1206,dc_532,11-29-2023
1207,dc_49,11-29-2023
1208,dc_326,11-29-2023
1209,dc_1726,11-29-2023
1210,dc_3874,11-29-2023
1211,dc_3015,11-29-2023
1212,dc_5358,11-29-2023
1213,dc_5349,11-29-2023
1214,dc_8077,11-29-2023
1215,dc_7836,11-29-2023
1216,dc_7891,11-29-2023
1217,dc_9011,11-29-2023
1218,dc_7485,11-29-2023
1219,dc_8011,11-29-2023
1220,dc_7521,11-29-2023
1221,dc_7031,11-29-2023
1222,dc_7325,11-29-2023
1223,dc_6943,11-29-2023
1224,dc_7021,11-29-2023
1225,dc_6077,11-29-2023
1226,dc_5233,11-29-2023
1227,dc_4443,11-29-2023
1228,dc_3886,11-29-2023
1229,dc_350,11-29-2023
1230,dc_3686,11-29-2023
1231,dc_5079,11-29-2023
1232,dc_4518,11-29-2023
1233,dc_4690,11-29-2023
1234,dc_1809,11-29-2023
1235,dc_429,11-29-2023
1236,dc_4805,11-29-2023
1237,dc_609,11-29-2023
1238,dc_5763,11-29-2023
1239,dc_2002,11-29-2023
1240,dc_694,11-29-2023
1241,dc_4538,11-29-2023
1242,dc_1110,11-29-2023
1243,dc_453,11-29-2023
1244,dc_6923,11-29-2023
1245,dc_4707,11-29-2023
1246,dc_135,11-29-2023
1247,dc_3530,11-29-2023
1248,dc_3778,11-29-2023
1249,dc_6282,11-29-2023
1250,dc_276,11-29-2023
1251,dc_1830,11-29-2023
1252,dc_5045,11-29-2023
1253,dc_521,11-29-2023
1254,dc_1488,11-29-2023
1255,dc_4321,11-29-2023
1256,dc_319,11-29-2023
1257,dc_4150,11-29-2023
1258,dc_4436,11-29-2023
1259,dc_686,11-29-2023
1260,dc_6172,11-29-2023
1261,dc_6459,11-29-2023
1262,dc_6287,11-29-2023
1263,dc_6200,11-29-2023
1264,dc_5179,11-29-2023
1265,dc_1688,11-29-2023
1266,dc_624,11-29-2023
1267,dc_698,11-29-2023
1268,dc_1141,11-29-2023
1269,dc_753,11-29-2023
1270,dc_322,11-29-2023
1271,dc_7205,11-29-2023
1272,dc_7114,11-29-2023
1273,dc_7140,11-29-2023
1274,dc_1852,11-29-2023
1275,dc_3543,11-29-2023
1276,dc_3509,11-29-2023
1277,dc_3438,11-29-2023
1278,dc_1231,11-29-2023
1279,dc_1278,11-29-2023
1280,dc_606,11-29-2023
1281,dc_4242,11-29-2023
1282,dc_4991,11-29-2023
1283,dc_3733,11-29-2023
1284,dc_4791,11-29-2023
1285,dc_335,11-29-2023
1286,dc_291,11-29-2023
1287,dc_631,11-29-2023
1288,dc_3518,11-29-2023
1289,dc_1364,11-29-2023
1290,dc_1927,11-29-2023
1291,dc_7967,11-29-2023
1292,dc_8003,11-29-2023
1293,dc_7618,11-29-2023
1294,dc_6406,11-29-2023
1295,dc_6711,11-29-2023
1296,dc_6516,11-29-2023
1297,dc_4323,11-29-2023
1298,dc_5208,11-29-2023
1299,dc_793,11-29-2023
1300,dc_344,11-29-2023
1301,dc_940,11-29-2023
1302,dc_3030,11-29-2023
1303,dc_568,11-29-2023
1304,dc_5883,11-29-2023
1305,dc_1487,11-29-2023
1306,dc_1652,11-29-2023
1307,dc_5801,11-29-2023
1308,dc_3660,11-29-2023
1309,dc_6575,11-29-2023
1310,dc_3507,11-29-2023
1311,dc_5327,11-29-2023
1312,dc_795,11-29-2023
1313,dc_4006,11-29-2023
1314,dc_99,11-29-2023
1315,dc_7281,11-29-2023
1316,dc_1005,11-29-2023
1317,dc_1614,11-29-2023
1318,dc_1264,11-29-2023
1319,dc_7296,11-29-2023
1320,dc_650,11-29-2023
1321,dc_5340,11-29-2023
1322,dc_5567,11-29-2023
1323,dc_7070,11-29-2023
1324,dc_598,11-29-2023
1325,dc_239,11-29-2023
1326,dc_1438,11-29-2023
1327,dc_1442,11-29-2023
1328,dc_7954,11-29-2023
1329,dc_8533,11-29-2023
1330,dc_1868,11-29-2023
1331,dc_1003,11-29-2023
1332,dc_1752,11-29-2023
1333,dc_5123,11-29-2023
1334,dc_501,11-29-2023
1335,dc_6947,11-29-2023
1336,dc_6543,11-29-2023
1337,dc_6371,11-29-2023
1338,dc_80,11-29-2023
1339,dc_973,11-29-2023
1340,dc_1554,11-29-2023
1341,dc_474,11-29-2023
1342,dc_5516,11-29-2023
1343,dc_5316,11-29-2023
1344,dc_5406,11-29-2023
1345,dc_1495,11-29-2023
1346,dc_4997,11-29-2023
1347,dc_6379,11-29-2023
1348,dc_785,11-29-2023
1349,dc_439,11-29-2023
1350,dc_1735,11-29-2023
1351,dc_3512,11-29-2023
1352,dc_3526,11-29-2023
1353,dc_3098,11-29-2023
1354,dc_3726,11-29-2023
1355,dc_1651,11-29-2023
1356,dc_113,11-29-2023
1357,dc_1403,11-29-2023
1358,dc_3039,11-29-2023
1359,dc_4527,11-29-2023
1360,dc_356,11-29-2023
1361,dc_386,11-29-2023
1362,dc_265,11-29-2023
1363,dc_5147,11-29-2023
1364,dc_7101,11-29-2023
1365,dc_392,11-29-2023
1366,dc_1367,11-29-2023
1367,dc_3466,11-29-2023
1368,dc_1298,11-29-2023
1369,dc_7780,11-29-2023
1370,dc_7795,11-29-2023
1371,dc_7802,11-29-2023
1372,dc_7807,11-29-2023
1373,dc_7890,11-29-2023
1374,dc_7436,11-29-2023
1375,dc_8229,11-29-2023
1376,dc_7257,11-29-2023
1377,dc_7320,11-29-2023
1378,dc_7636,11-29-2023
1379,dc_7637,11-29-2023
1380,dc_7401,11-29-2023
1381,dc_7046,11-29-2023
1382,dc_6822,11-29-2023
1383,dc_6194,11-29-2023
1384,dc_6212,11-29-2023
1385,dc_6571,11-29-2023
1386,dc_6381,11-29-2023
1387,dc_6559,11-29-2023
1388,dc_6600,11-29-2023
1389,dc_6604,11-29-2023
1390,dc_1817,11-29-2023
1391,dc_1880,11-29-2023
1392,dc_6961,11-29-2023
1393,dc_3670,11-29-2023
1394,dc_7518,11-29-2023
1395,dc_7869,11-29-2023
1396,dc_4054,11-29-2023
1397,dc_3558,11-29-2023
1398,dc_5224,11-29-2023
1399,dc_5084,11-29-2023
1400,dc_362,11-29-2023
1401,dc_371,11-29-2023
1402,dc_773,11-29-2023
1403,dc_4405,11-29-2023
1404,dc_583,11-29-2023
1405,dc_3385,11-29-2023
1406,dc_1127,11-29-2023
1407,dc_5513,11-29-2023
1408,dc_5425,11-29-2023
1409,dc_5487,11-29-2023
1410,dc_1338,11-29-2023
1411,dc_3265,11-29-2023
1412,dc_3905,11-29-2023
1413,dc_4974,11-29-2023
1414,dc_1016,11-29-2023
1415,dc_665,11-29-2023
1416,dc_4171,11-29-2023
1417,dc_4618,11-29-2023
1418,dc_385,11-29-2023
1419,dc_935,11-29-2023
1420,dc_4404,11-29-2023
1421,dc_4815,11-29-2023
1422,dc_214,11-29-2023
1423,dc_5994,11-29-2023
1424,dc_1261,11-29-2023
1425,dc_1457,11-29-2023
1426,dc_68,11-29-2023
1427,dc_5217,11-29-2023
1428,dc_1492,11-29-2023
1429,dc_6272,11-29-2023
1430,dc_2022,11-29-2023
1431,dc_212,11-29-2023
1432,dc_4290,11-29-2023
1433,dc_1062,11-29-2023
1434,dc_1159,11-29-2023
1435,dc_5361,11-29-2023
1436,dc_5176,11-29-2023
1437,dc_577,11-29-2023
1438,dc_5421,11-29-2023
1439,dc_6680,11-29-2023
1440,dc_6804,11-29-2023
1441,dc_3490,11-29-2023
1442,dc_5649,11-29-2023
1443,dc_1153,11-29-2023
1444,dc_5096,11-29-2023
1445,dc_4634,11-29-2023
1446,dc_4687,11-29-2023
1447,dc_5820,11-29-2023
1448,dc_4984,11-29-2023
1449,dc_1750,11-29-2023
1450,dc_397,11-29-2023
1451,dc_3176,11-29-2023
1452,dc_7071,11-29-2023
1453,dc_6332,11-29-2023
1454,dc_7363,11-29-2023
1455,dc_7136,11-29-2023
1456,dc_4773,11-29-2023
1457,dc_4869,11-29-2023
1458,dc_301,11-29-2023
1459,dc_1934,11-29-2023
1460,dc_202,11-29-2023
1461,dc_642,11-29-2023
1462,dc_1482,11-29-2023
1463,dc_523,11-29-2023
1464,dc_5125,11-29-2023
1465,dc_905,11-29-2023
1466,dc_3410,11-29-2023
1467,dc_4439,11-29-2023
1468,dc_3746,11-29-2023
1469,dc_4560,11-29-2023
1470,dc_8682,11-29-2023
1471,dc_5631,11-29-2023
1472,dc_5452,11-29-2023
1473,dc_3339,11-29-2023
1474,dc_1948,11-29-2023
1475,dc_4028,11-29-2023
1476,dc_4705,11-29-2023
1477,dc_466,11-29-2023
1478,dc_1481,11-29-2023
1479,dc_7430,11-29-2023
1480,dc_7517,11-29-2023
1481,dc_7542,11-29-2023
1482,dc_7394,11-29-2023
1483,dc_7395,11-29-2023
1484,dc_7495,11-29-2023
1485,dc_6430,11-29-2023
1486,dc_6431,11-29-2023
1487,dc_6207,11-29-2023
1488,dc_6242,11-29-2023
1489,dc_6085,11-29-2023
1490,dc_6086,11-29-2023
1491,dc_1819,11-29-2023
1492,dc_3731,11-29-2023
1493,dc_2993,11-29-2023
1494,dc_55,11-29-2023
1495,dc_5211,11-29-2023
1496,dc_4449,11-29-2023
1497,dc_4662,11-29-2023
1498,dc_5385,11-29-2023
1499,dc_4861,11-29-2023
1500,dc_1050,11-29-2023
1501,dc_4147,11-29-2023
1502,dc_463,11-29-2023
1503,dc_1959,11-29-2023
1504,dc_5359,11-29-2023
1505,dc_700,11-29-2023
1506,dc_2027,11-29-2023
1507,dc_1001,11-29-2023
1508,dc_3103,11-29-2023
1509,dc_3046,11-29-2023
1510,dc_1259,11-29-2023
1511,dc_394,11-29-2023
1512,dc_3323,11-29-2023
1513,dc_7188,11-29-2023
1514,dc_7043,11-29-2023
1515,dc_4501,11-29-2023
1516,dc_233,11-29-2023
1517,dc_4050,11-29-2023
1518,dc_7244,11-29-2023
1519,dc_7298,11-29-2023
1520,dc_7308,11-29-2023
1521,dc_7073,11-29-2023
1522,dc_4681,11-29-2023
1523,dc_4278,11-29-2023
1524,dc_1779,11-29-2023
1525,dc_1628,11-29-2023
1526,dc_4049,11-29-2023
1527,dc_1289,11-29-2023
1528,dc_667,11-29-2023
1529,dc_6490,11-29-2023
1530,dc_916,11-29-2023
1531,dc_264,11-29-2023
1532,dc_164,11-29-2023
1533,dc_440,11-29-2023
1534,dc_6114,11-29-2023
1535,dc_308,11-29-2023
1536,dc_286,11-29-2023
1537,dc_3471,11-29-2023
1538,dc_554,11-29-2023
1539,dc_166,11-29-2023
1540,dc_3523,11-29-2023
1541,dc_3107,11-29-2023
1542,dc_1578,11-29-2023
1543,dc_1609,11-29-2023
1544,dc_3524,11-29-2023
1545,dc_646,11-29-2023
1546,dc_647,11-29-2023
1547,dc_680,11-29-2023
1548,dc_4811,11-29-2023
1549,dc_3178,11-29-2023
1550,dc_3693,11-29-2023
1551,dc_1940,11-29-2023
1552,dc_1775,11-29-2023
1553,dc_3449,11-29-2023
1554,dc_1443,11-29-2023
1555,dc_5456,11-29-2023
1556,dc_4,11-29-2023
1557,dc_73,11-29-2023
1558,dc_278,11-29-2023
1559,dc_3059,11-29-2023
1560,dc_277,11-29-2023
1561,dc_1069,11-29-2023
1562,dc_1953,11-29-2023
1563,dc_3904,11-29-2023
1564,dc_970,11-29-2023
1565,dc_3437,11-29-2023
1566,dc_300,11-29-2023
1567,dc_5892,11-29-2023
1568,dc_5389,11-29-2023
1569,dc_1183,11-29-2023
1570,dc_8285,11-29-2023
1571,dc_7704,11-29-2023
1572,dc_8055,11-29-2023
1573,dc_7844,11-29-2023
1574,dc_7883,11-29-2023
1575,dc_7930,11-29-2023
1576,dc_7696,11-29-2023
1577,dc_8216,11-29-2023
1578,dc_7966,11-29-2023
1579,dc_7246,11-29-2023
1580,dc_7514,11-29-2023
1581,dc_7266,11-29-2023
1582,dc_7534,11-29-2023
1583,dc_7305,11-29-2023
1584,dc_7584,11-29-2023
1585,dc_7142,11-29-2023
1586,dc_7666,11-29-2023
1587,dc_6741,11-29-2023
1588,dc_7515,11-29-2023
1589,dc_7307,11-29-2023
1590,dc_6156,11-29-2023
1591,dc_6248,11-29-2023
1592,dc_6508,11-29-2023
1593,dc_6093,11-29-2023
1594,dc_4387,11-29-2023
1595,dc_6507,11-29-2023
1596,dc_3531,11-29-2023
1597,dc_6028,11-29-2023
1598,dc_5031,11-29-2023
1599,dc_3760,11-29-2023
1600,dc_5971,11-29-2023
1601,dc_2013,11-29-2023
1602,dc_6,11-29-2023
1603,dc_4657,11-29-2023
1604,dc_4464,11-29-2023
1605,dc_305,11-29-2023
1606,dc_4336,11-29-2023
1607,dc_357,11-29-2023
1608,dc_3255,11-29-2023
1609,dc_5804,11-29-2023
1610,dc_1128,11-29-2023
1611,dc_3486,11-29-2023
1612,dc_697,11-29-2023
1613,dc_3601,11-29-2023
1614,dc_3864,11-29-2023
1615,dc_4181,11-29-2023
1616,dc_614,11-29-2023
1617,dc_3857,11-29-2023
1618,dc_550,11-29-2023
1619,dc_3671,11-29-2023
1620,dc_853,11-29-2023
1621,dc_4807,11-29-2023
1622,dc_1593,11-29-2023
1623,dc_3940,11-29-2023
1624,dc_4872,11-29-2023
1625,dc_7541,11-29-2023
1626,dc_7354,11-29-2023
1627,dc_4335,11-29-2023
1628,dc_5,11-29-2023
1629,dc_3896,11-29-2023
1630,dc_1971,11-29-2023
1631,dc_1850,11-29-2023
1632,dc_671,11-29-2023
1633,dc_684,11-29-2023
1634,dc_4029,11-29-2023
1635,dc_1437,11-29-2023
1636,dc_5061,11-29-2023
1637,dc_3024,11-29-2023
1638,dc_5040,11-29-2023
1639,dc_3803,11-29-2023
1640,dc_6880,11-29-2023
1641,dc_6120,11-29-2023
1642,dc_8507,11-29-2023
1643,dc_346,11-29-2023
1644,dc_3690,11-29-2023
1645,dc_3724,11-29-2023
1646,dc_3017,11-29-2023
1647,dc_5786,11-29-2023
1648,dc_1354,11-29-2023
1649,dc_5541,11-29-2023
1650,dc_252,11-29-2023
1651,dc_4694,11-29-2023
1652,dc_4825,11-29-2023
1653,dc_6442,11-29-2023
1654,dc_6449,11-29-2023
1655,dc_6203,11-29-2023
1656,dc_6529,11-29-2023
1657,dc_6581,11-29-2023
1658,dc_6112,11-29-2023
1659,dc_5163,11-29-2023
1660,dc_9021,11-29-2023
1661,dc_5191,11-29-2023
1662,dc_1695,11-29-2023
1663,dc_618,11-29-2023
1664,dc_590,11-29-2023
1665,dc_5404,11-29-2023
1666,dc_5911,11-29-2023
1667,dc_5259,11-29-2023
1668,dc_3753,11-29-2023
1669,dc_5286,11-29-2023
1670,dc_3135,11-29-2023
1671,dc_791,11-29-2023
1672,dc_4693,11-29-2023
1673,dc_5672,11-29-2023
1674,dc_570,11-29-2023
1675,dc_1529,11-29-2023
1676,dc_1556,11-29-2023
1677,dc_6771,11-29-2023
1678,dc_7069,11-29-2023
1679,dc_7350,11-29-2023
1680,dc_7162,11-29-2023
1681,dc_7682,11-29-2023
1682,dc_6414,11-29-2023
1683,dc_7261,11-29-2023
1684,dc_7090,11-29-2023
1685,dc_7107,11-29-2023
1686,dc_7131,11-29-2023
1687,dc_7137,11-29-2023
1688,dc_1813,11-29-2023
1689,dc_5017,11-29-2023
1690,dc_4655,11-29-2023
1691,dc_4085,11-29-2023
1692,dc_1625,11-29-2023
1693,dc_1526,11-29-2023
1694,dc_28,11-29-2023
1695,dc_5203,11-29-2023
1696,dc_84,11-29-2023
1697,dc_106,11-29-2023
1698,dc_4440,11-29-2023
1699,dc_3842,11-29-2023
1700,dc_4386,11-29-2023
1701,dc_3715,11-29-2023
1702,dc_6794,11-29-2023
1703,dc_4009,11-29-2023
1704,dc_4666,11-29-2023
1705,dc_3189,11-29-2023
1706,dc_1543,11-29-2023
1707,dc_833,11-29-2023
1708,dc_4803,11-29-2023
1709,dc_5831,11-29-2023
1710,dc_5582,11-29-2023
1711,dc_3572,11-29-2023
1712,dc_5375,11-29-2023
1713,dc_7976,11-29-2023
1714,dc_7469,11-29-2023
1715,dc_7995,11-29-2023
1716,dc_7488,11-29-2023
1717,dc_7775,11-29-2023
1718,dc_7267,11-29-2023
1719,dc_7018,11-29-2023
1720,dc_7669,11-29-2023
1721,dc_6452,11-29-2023
1722,dc_6397,11-29-2023
1723,dc_1829,11-29-2023
1724,dc_1874,11-29-2023
1725,dc_7684,11-29-2023
1726,dc_3269,11-29-2023
1727,dc_3238,11-29-2023
1728,dc_3201,11-29-2023
1729,dc_3008,11-29-2023
1730,dc_3151,11-29-2023
1731,dc_576,11-29-2023
1732,dc_1273,11-29-2023
1733,dc_4753,11-29-2023
1734,dc_464,11-29-2023
1735,dc_4056,11-29-2023
1736,dc_5090,11-29-2023
1737,dc_5190,11-29-2023
1738,dc_876,11-29-2023
1739,dc_4070,11-29-2023
1740,dc_243,11-29-2023
1741,dc_1655,11-29-2023
1742,dc_5370,11-29-2023
1743,dc_2006,11-29-2023
1744,dc_601,11-29-2023
1745,dc_503,11-29-2023
1746,dc_6220,11-29-2023
1747,dc_4965,11-29-2023
1748,dc_6856,11-29-2023
1749,dc_6655,11-29-2023
1750,dc_348,11-29-2023
1751,dc_351,11-29-2023
1752,dc_5139,11-29-2023
1753,dc_4187,11-29-2023
1754,dc_4828,11-29-2023
1755,dc_4844,11-29-2023
1756,dc_1551,11-29-2023
1757,dc_5735,11-29-2023
1758,dc_533,11-29-2023
1759,dc_563,11-29-2023
1760,dc_273,11-29-2023
1761,dc_1372,11-29-2023
1762,dc_5692,11-29-2023
1763,dc_6945,11-29-2023
1764,dc_7212,11-29-2023
1765,dc_7003,11-29-2023
1766,dc_8175,11-29-2023
1767,dc_1879,11-29-2023
1768,dc_4511,11-29-2023
1769,dc_3583,11-29-2023
1770,dc_4265,11-29-2023
1771,dc_8235,11-29-2023
1772,dc_5439,11-29-2023
1773,dc_1546,11-29-2023
1774,dc_3435,11-29-2023
1775,dc_1533,11-29-2023
1776,dc_1290,11-29-2023
1777,dc_1626,11-29-2023
1778,dc_4044,11-29-2023
1779,dc_1134,11-29-2023
1780,dc_5711,11-29-2023
1781,dc_6413,11-29-2023
1782,dc_6421,11-29-2023
1783,dc_6214,11-29-2023
1784,dc_6579,11-29-2023
1785,dc_6069,11-29-2023
1786,dc_6127,11-29-2023
1787,dc_96,11-29-2023
1788,dc_9000,11-29-2023
1789,dc_664,11-29-2023
1790,dc_685,11-29-2023
1791,dc_3600,11-29-2023
1792,dc_54,11-29-2023
1793,dc_4938,11-29-2023
1794,dc_1206,11-29-2023
1795,dc_1743,11-29-2023
1796,dc_1237,11-29-2023
1797,dc_4474,11-29-2023
1798,dc_4837,11-29-2023
1799,dc_5755,11-29-2023
1800,dc_812,11-29-2023
1801,dc_4193,11-29-2023
1802,dc_4988,11-29-2023
1803,dc_4778,11-29-2023
1804,dc_6577,11-29-2023
1805,dc_445,11-29-2023
1806,dc_40,11-29-2023
1807,dc_5725,11-29-2023
1808,dc_3069,11-29-2023
1809,dc_4367,11-29-2023
1810,dc_573,11-29-2023
1811,dc_4372,11-29-2023
1812,dc_1877,11-29-2023
1813,dc_3915,11-29-2023
1814,dc_163,11-29-2023
1815,dc_1070,11-29-2023
1816,dc_1107,11-29-2023
1817,dc_633,11-29-2023
1818,dc_5653,11-29-2023
1819,dc_3892,11-29-2023
1820,dc_7251,11-29-2023
1821,dc_3796,11-29-2023
1822,dc_3405,11-29-2023
1823,dc_3425,11-29-2023
1824,dc_363,11-29-2023
1825,dc_3225,11-29-2023
1826,dc_1475,11-29-2023
1827,dc_3,11-29-2023
1828,dc_4689,11-29-2023
1829,dc_6489,11-29-2023
1830,dc_5214,11-29-2023
1831,dc_126,11-29-2023
1832,dc_5486,11-29-2023
1833,dc_5655,11-29-2023
1834,dc_1630,11-29-2023
1835,dc_4548,11-29-2023
1836,dc_224,11-29-2023
1837,dc_1015,11-29-2023
1838,dc_253,11-29-2023
1839,dc_5983,11-29-2023
1840,dc_587,11-29-2023
