"web_type","continent","country","publisher","fail_rate_meta","se","ci_95L","ci_95U","total_violations","total_checks","units"
"journal",NA,"Taiwan","ALL",0.0455925697836194,0.139230015145507,0.0350861718605536,0.0590525214896883,858,17553,29
"journal",NA,"Thailand","ALL",0.0498688853355253,0.127379239740374,0.0392840031563537,0.063118434624501,955,20551,26
"journal",NA,"Turkey","ALL",0.0910279500098505,0.0473032790173847,0.0836420663153617,0.098995574693989,9525,98867,115
"journal",NA,"Ukraine","ALL",0.0293977108688442,0.164470279090264,0.0214708198799162,0.0401311368115937,518,16161,29
"journal",NA,"United Arab Emirates","ALL",0.0376650309856096,0.0330733005848279,0.0353845935381405,0.0400863286969663,2649,69476,63
"journal",NA,"United Kingdom","ALL",0.0184003474591767,0.0208706822761171,0.0176758893708115,0.0191539189850019,41036,1702472,2558
"journal",NA,"United States","ALL",0.0259747614241815,0.0154980595759366,0.0252172214715667,0.02675443371646,79790,1891560,2958
"journal",NA,"Venezuela","ALL",0.0453244208497673,0.310690253624171,0.0251735085607327,0.0802774057071336,553,8515,12
"journal","Africa",NA,"ALL",0.0429355449243712,0.0537347340024726,0.0388101979690352,0.047477737561477,6258,141402,136
"journal","Asia",NA,"ALL",0.0478659787962046,0.0206259254685506,0.0460568806779177,0.0497424322611658,100270,1509594,1624
"journal","Europe",NA,"ALL",0.0226193943222722,0.0132656103148605,0.02205166857986,0.0232013895425788,140831,4043227,5504
"journal","North America",NA,"ALL",0.0261459104135989,0.0151897939109605,0.0253984605187325,0.0269147495069551,85158,2038112,3116
"journal","Oceania",NA,"ALL",0.0400052216480068,0.0541724684575196,0.0361209097854144,0.0442880457607155,5196,127500,156
"journal","South America",NA,"ALL",0.0402250600407468,0.0463569760086829,0.0368601842761841,0.0438831115489247,14122,277379,308
"journal",NA,NA,"ABV-press Publishing house",0.237027595341207,0.0299547468411002,0.226574503933733,0.247808426737306,1461,6166,6
"journal",NA,NA,"Academic Press",0.0185769415124928,0.0495762729894731,0.0168858337976484,0.0204338926109581,415,23741,107
"journal",NA,NA,"Adis Journals",0.00666623071852348,0.0866766030097631,0.0056305865604719,0.0078908511910075,134,20126,19
"journal",NA,NA,"Agricultural Research Communication Centre",0.0252500714280987,0.0856035929801829,0.0214335356114832,0.0297255503873476,140,5547,5
"journal",NA,NA,"Akademiai Kiado",0.0718942757719524,0.0703325789106003,0.0632217428992264,0.0816527802964445,1130,15886,13
"journal",NA,NA,"Allen Press Inc.",0.0378280568149871,0.320696832418837,0.0205386089726519,0.068651672425512,163,3839,6
"journal",NA,NA,"AME Publishing Company",0.0105394146638874,0.181487419735658,0.00740809173297829,0.0149743474317621,806,52037,26
"journal",NA,NA,"American Association for Cancer Research Inc.",0.0690459982590677,0.0545508983660808,0.0624821582494321,0.0762433023851547,401,5838,8
"journal",NA,NA,"American Association for the Advancement of Science",0.0153846153846154,0.214859890922603,0.0101507935381656,0.0232536375682549,22,1430,11
"journal",NA,NA,"American Chemical Society",0.027562784175121,0.158154028902796,0.0203659389020116,0.0372062359098506,61,5671,29
"journal",NA,NA,"American Institute of Physics",0.0829064534960362,0.0591455068752473,0.0745079550185541,0.0921573597836711,429,5226,6
"journal",NA,NA,"American Medical Association",0.0835296457601987,0.0928939223676719,0.0706073635957444,0.0985660963284664,1915,22053,16
"journal",NA,NA,"American Physiological Society",0.0213580673788778,0.181976855621905,0.0150471616849328,0.0302345709615871,74,2771,13
"journal",NA,NA,"American Psychological Association",0.0941480844103497,0.0373409944912827,0.088089063528884,0.100577896683734,792,8488,67
"journal",NA,NA,"American Society for Microbiology",0.0157321152463813,0.197678600308095,0.0107330456542786,0.0230054263101869,26,1654,13
"journal",NA,NA,"American Speech-Language-Hearing Association (ASHA)",0.0153846153846154,0.318688719599549,0.00829723177039285,0.0283528637542244,10,650,5
"journal",NA,NA,"Annual Reviews Inc.",0.0155913666784477,0.132342791800191,0.0120721222208972,0.0201156459664665,58,3722,29
"journal",NA,NA,"AOSIS (Pty) Ltd",0.0299790039919278,0.0494869749636396,0.0272834313539784,0.0329318798023741,421,14087,13
"journal",NA,NA,"Bailliere Tindall Ltd",0.0197044334975369,0.206165437463921,0.0132412673669508,0.0292288752285197,24,1218,6
"journal",NA,NA,"Begell House Inc.",0.00467160016366244,0.177193861076702,0.00330547330625128,0.00659859882212917,32,6900,11
"journal",NA,NA,"Bentham Science Publishers",0.0390601408505279,0.0295684067259898,0.0369420788742705,0.0412944341252431,4414,110052,87
"journal",NA,NA,"BioMed Central Ltd.",0.0137433230578135,0.0227806378933145,0.0131510840449424,0.0143618445081513,3271,239865,243
"journal",NA,NA,"BioScientifica Ltd.",0.0347560968034301,0.285845360901715,0.0201484754895249,0.0593131534928866,214,5694,5
"journal",NA,NA,"Birkhauser Verlag Basel",0.00852480283221967,0.467597733134261,0.00342682376643679,0.0210467173100898,131,10523,10
"journal",NA,NA,"Blackwell Munksgaard",0.0155421452660991,0.163497537664622,0.0113291211560461,0.0212881556010541,38,2446,19
"journal",NA,NA,"BMJ Publishing Group",0.0142220771789394,0.0928260064597449,0.0118844215965527,0.0170116313374779,1303,72143,64
"journal",NA,NA,"Bohn Stafleu van Loghum",0.00917984237019113,0.425908034872247,0.00400464595217743,0.0209025790033799,54,4677,5
"journal",NA,NA,"Brill Academic Publishers",0.039364674192761,0.118672671455869,0.0314524649690538,0.0491662470794826,405,10242,7
"journal",NA,NA,"Cambridge University Press",0.0211934411612978,0.0567363524664636,0.0190054059733121,0.0236273111831357,4691,241626,73
"journal",NA,NA,"Canadian Medical Association",0.0217420119207978,0.36676366392482,0.0107146528944103,0.0436181699112407,128,5149,5
"journal",NA,NA,"Cell Press",0.0155817834475714,0.115612635210629,0.0124618282290163,0.0194674554240362,76,4880,38
"journal",NA,NA,"Chinese Medical Journals Publishing House Co.Ltd",0.0941970487332448,0.105363801947396,0.0779923917539557,0.113354649101109,1482,16186,27
"journal",NA,NA,"Churchill Livingstone",0.0176541633057022,0.0888701873908605,0.0148740099286882,0.0209429176367392,129,7931,31
"journal",NA,NA,"Cold Spring Harbor Lab Press",0.0490126345491247,0.0799942588634851,0.0422004137495376,0.0568592401102813,279,5766,10
"journal",NA,NA,"Colegio Oficial de Psicologos",0.0787866831934473,0.0792536833950554,0.0682248920156355,0.0908241532453768,308,3928,7
"journal",NA,NA,"Copernicus Publications",0.0388930446808634,0.137783741477083,0.0299644385591241,0.0503440609335129,112,2868,5
"journal",NA,NA,"CSIC Consejo Superior de Investigaciones Cientificas",0.135135135135135,0.181757294999992,0.0986304099001554,0.182416539658718,35,259,7
"journal",NA,NA,"Current Medicine Group",0.00674093316991637,0.119927864894513,0.00533643115777043,0.00851192449255222,70,10387,10
"journal",NA,NA,"Current Science, Inc.",0.00669136733279653,0.105181066458957,0.00545162891412696,0.00821070341766514,91,13603,13
"journal",NA,NA,"Czech Academy of Agricultural Sciences",0.0916224865639489,0.0403606043027145,0.0852479747458327,0.0984223734027605,676,7396,10
"journal",NA,NA,"Czech Medical Association J.E. Purkyne",0.0672083283998502,0.180143341707991,0.0481787512602581,0.093019630840179,269,3455,11
"journal",NA,NA,"D. Steinkopff-Verlag",0.00652998970455901,0.109467290826228,0.00527571986257535,0.00808003225824238,84,12876,12
"journal",NA,NA,"de Gruyter",0.0138467869681218,0.123531167649524,0.0109016981338035,0.0175733545052482,628,40841,32
"journal",NA,NA,"Dove Medical Press",0.0659557837049251,0.0181626592933222,0.0637963312811827,0.0681830082843134,3246,49337,56
"journal",NA,NA,"Dustri-Verlag Dr. Karl Feistle",0.06352478677568,0.0822219693066427,0.0545860261740169,0.0738130346889733,158,2497,5
"journal",NA,NA,"Eco-Vector LLC",0.0779115683340961,0.0476333794261861,0.0714632654396158,0.0848885237422268,833,10683,5
"journal",NA,NA,"Ediciones Doyma, S.L.",0.0612485283302885,0.08430861672984,0.0524085948062116,0.0714670676962739,1511,20265,29
"journal",NA,NA,"Editions Eres",0.0630823770815642,0.21441498418674,0.0423546391449196,0.0929691899886047,393,6808,9
"journal",NA,NA,"Editorial Ciencias Medicas",0.0758681753660544,0.10340075894854,0.0628248678128489,0.091355481227149,1006,13436,13
"journal",NA,NA,"Edizioni Minerva Medica S.p.A.",0.0859480468055435,0.0410223616972252,0.0798382500573834,0.092478417678759,1176,13679,28
"journal",NA,NA,"EDP Sciences",0.0235301836947565,0.0687203520228686,0.0206262410137557,0.0268317678342127,217,9518,17
"journal",NA,NA,"Elsevier",0.0200465100069269,0.0231836858746523,0.0191730719765302,0.0209588876514636,6860,279712,1135
"journal",NA,NA,"Elsevier Doyma",0.0394620808860351,0.302747043301333,0.0221931922068747,0.0692169835601688,239,3519,7
"journal",NA,NA,"Emarald Group Publishing Ltd",0.0183867429690763,0.0851445531252086,0.0156048175254751,0.0216537027475097,1039,48897,51
"journal",NA,NA,"European Publishing",0.1065166153251,0.0381523710758274,0.0996065394637259,0.113845456478697,769,7226,5
"journal",NA,NA,"Firenze University Press",0.0305840028154331,0.12487475069982,0.0241042698244752,0.0387364826445813,128,4260,7
"journal",NA,NA,"FrancoAngeli Edizioni",0.0102916020534097,0.777349907487738,0.00226105544936866,0.0455421895594034,321,7934,6
"journal",NA,NA,"Frontiers Media S.A.",0.00914346655839027,0.0462419049090425,0.00835783718404961,0.0100021995330681,472,52383,42
"journal",NA,NA,"Future Medicine Ltd.",0.0840536259752042,0.0223094676131532,0.0807478908208851,0.0874818153325429,3057,36404,20
"journal",NA,NA,"Galenos Publishing House",0.0941364943201612,0.148962434050528,0.0720174920863966,0.122154729094313,1544,15435,11
"journal",NA,NA,"Georg Thieme Verlag",0.0342636955772306,0.0708571218492868,0.0299539636819835,0.0391684678391667,1839,48925,52
"journal",NA,NA,"Guilford Publications",0.0146485195855073,0.464469731149241,0.00594641215959106,0.0356290335027084,38,2438,7
"journal",NA,NA,"Hindawi Publishing",0.05100340959546,0.0152652676961915,0.0495745515958337,0.0524711770826113,5961,118566,118
"journal",NA,NA,"Hogrefe Publishing",0.035267649839588,0.0342851310100224,0.0330513742923434,0.037626755817049,882,25138,22
"journal",NA,NA,"Human Kinetics Publishers Inc.",0.0207018112079087,0.0431571226052793,0.0190547283266784,0.0224880033754922,734,35990,19
"journal",NA,NA,"Humana Press",0.00679239155931239,0.0833300684965836,0.00577479751269883,0.00798785819625598,145,21450,21
"journal",NA,NA,"IGI Global Publishing",0.0653816475637705,0.0417142527945525,0.0605596725761217,0.0705587283703105,615,9429,6
"journal",NA,NA,"Il Pensiero Scientifico Editore s.r.l.",0.0181393359323812,0.404456575307778,0.00829241628235661,0.0392166985478565,127,6208,5
"journal",NA,NA,"Inderscience Enterprises Ltd",0.0149494154329286,0.114822121096281,0.0119728567609679,0.0186520033424072,77,5151,7
"journal",NA,NA,"Inderscience Enterprises Ltd.",0.0147553677567963,0.114810856915618,0.0118172399765445,0.0184103943076201,77,5219,7
"journal",NA,NA,"Informa Healthcare",0.0156517781010213,0.0645297937630127,0.0138179668684641,0.0177245841975296,244,15672,115
"journal",NA,NA,"Institute of Electrical and Electronics Engineers Inc.",0.0527324248025717,0.120073584847147,0.0421405349676958,0.06580366038596,151,2939,14
"journal",NA,NA,"Inter-Research",0.0687815981542216,0.0792935657940187,0.0594700800707639,0.0794279415391308,186,2733,5
"journal",NA,NA,"IOP Publishing Ltd.",0.0778364975990538,0.090638104849666,0.0660038328028602,0.0915824326196261,132,1696,12
"journal",NA,NA,"IOS Press BV",0.0498991530788814,0.111626243172211,0.040490784311855,0.061353847709748,979,15133,39
"journal",NA,NA,"Iran University of Medical Sciences",0.055644496554022,0.168748316206841,0.0406109036263412,0.0758035952009466,261,4829,5
"journal",NA,NA,"Ivyspring International Publishers",0.0212087341349459,0.141540451409959,0.0161537166724993,0.0278009294019905,51,2410,5
"journal",NA,NA,"JMIR Publications Inc.",0.00910808158462159,0.0531698308195035,0.00821410614672737,0.0100983614405099,357,39443,18
"journal",NA,NA,"John Benjamins Publishing Company",0.0682546581252519,0.0511736856547856,0.0621457315393644,0.074916123555251,410,6036,13
"journal",NA,NA,"John Libbey Eurotext",0.0401938321280588,0.0737108778154485,0.034976080746931,0.046152743847096,462,11764,15
"journal",NA,NA,"John Wiley and Sons",0.0180939185201049,0.0696597991218344,0.0158212981328674,0.0206861236912495,1540,68170,246
"journal",NA,NA,"Johns Hopkins University Press",0.0093482137331014,0.337537298881033,0.00484602464991073,0.0179576739653666,148,12643,10
"journal",NA,NA,"Kare Publishing",0.105395511552551,0.0432387618318447,0.0976680420632237,0.113657365264676,598,5681,5
"journal",NA,NA,"KeAi Communications Co.",0.00818869765991449,0.129758370341353,0.0063615602195785,0.0105350529320683,133,20013,26
"journal",NA,NA,"Kerman University of Medical Sciences",0.0690695718264366,0.178836794425101,0.0496617035651965,0.0953014657223123,545,7331,5
"journal",NA,NA,"Kluwer Academic Publishers",0.00658395114934466,0.132893136329863,0.00508187441394313,0.00852619994928026,57,8691,8
"journal",NA,NA,"Kluwer Academic/Human Sciences Press Inc.",0.00677561777367104,0.112897389467627,0.00543794710659837,0.00843954737574989,79,11768,12
"journal",NA,NA,"KMK Scientific Press Ltd.",0.120923147510009,0.269410362377074,0.0750384351880397,0.189128561032689,360,2118,7
"journal",NA,NA,"Krause und Pachernegg GmbH",0.047677056820252,0.358364899776282,0.0242016248894536,0.0917817186334461,305,4620,7
"journal",NA,NA,"Landes Bioscience",0.0156095913342948,0.159363352856575,0.0114700068855625,0.0212111160460947,40,2564,20
"journal",NA,NA,"Libertas Academica Ltd.",0.0167439602461509,0.12808161209871,0.0130753193653736,0.0214195992269372,62,3718,20
"journal",NA,NA,"Lippincott Williams and Wilkins",0.0700625771573318,0.0179930890423816,0.0677994240936353,0.0723954077169632,32711,441550,280
"journal",NA,NA,"MA Healthcare Ltd",0.0164800186755991,0.225481749627462,0.0106559323022083,0.0254055646984898,20,1219,9
"journal",NA,NA,"Maney Publishing",0.0154675527270214,0.167971117232579,0.0111771935563824,0.0213691740849134,36,2328,18
"journal",NA,NA,"Mary Ann Liebert Inc.",0.0319211409562811,0.0659551226486011,0.0281592871487991,0.036166845696861,2678,74073,73
"journal",NA,NA,"Mashhad University of Medical Sciences",0.0485144095086112,0.055519724641933,0.0437310700542656,0.0537915233889265,668,13847,12
"journal",NA,NA,"Massachussetts Medical Society",0.0159920127634699,0.318790046098723,0.00862556673306681,0.0294626190573933,10,626,5
"journal",NA,NA,"Mattioli1885",0.0558028477409348,0.212005559322058,0.037541883386019,0.0821877316248409,490,6723,7
"journal",NA,NA,"MDPI AG",0.0967501932179671,0.0115552453585043,0.0947890004347656,0.0987475367670842,10859,112271,36
"journal",NA,NA,"Media Sphera Publishing Group",0.0573480290184695,0.263673658528074,0.0350145427818955,0.0925602155587955,722,11187,11
"journal",NA,NA,"Media Sphera Publishing House",0.0414417318848913,0.0694978444400924,0.036356260849267,0.0472037074474137,216,5216,5
"journal",NA,NA,"Microbiology Society",0.0157231842982208,0.0238040959471018,0.0150172288915691,0.016461771813982,1793,114050,5
"journal",NA,NA,"MIT Press Journals",0.0478530562968268,0.109454460720238,0.03897383214399,0.0586317752271459,251,4996,7
"journal",NA,NA,"Mosby Inc.",0.0192793743137917,0.0832976449420943,0.016423015400856,0.0226210974362365,147,7824,30
"journal",NA,NA,"Multidisciplinary Digital Publishing Institute (MDPI)",0.100441417057772,0.00779893294416321,0.0990687261171958,0.101830978134394,18279,182146,51
"journal",NA,NA,"Museum National d'Histoire Naturelle",0.0302296393860757,0.347240390000399,0.0155378712344774,0.0579947824978432,199,4705,5
"journal",NA,NA,"National Research Council of Canada",0.0155509448791798,0.237557518647506,0.00981903442421944,0.0245459407927699,18,1158,9
"journal",NA,NA,"Nature Publishing Group",0.00198382110390442,0.146628515698283,0.0014890433457602,0.00264256799833472,520,230827,116
"journal",NA,NA,"Oxford University Press",0.0655639851056582,0.0495686991223758,0.0598572321351845,0.0717732799583109,9053,225362,199
"journal",NA,NA,"Pacini Editore s.r.l.",0.0634168152368058,0.213381193069291,0.042666867654502,0.0932747673187091,182,2795,5
"journal",NA,NA,"PagePress Publications",0.0389947641350764,0.151700868141411,0.0292587661771293,0.0517975965755028,730,15908,19
"journal",NA,NA,"Palgrave Macmillan Ltd.",0.0298077420200545,0.259382368739187,0.0181439738609256,0.0485983843381902,203,6518,7
"journal",NA,NA,"Pensoft Publishers",0.117382788549136,0.0278470505762837,0.111845175907898,0.123156557558869,3997,34543,25
"journal",NA,NA,"Pleiades Publishing",0.00750143608396864,0.0742011693702989,0.00649270152068144,0.00866552512129259,183,24413,26
"journal",NA,NA,"Polish Academy of Sciences",0.0612234989566349,0.204658405945478,0.0418396996101331,0.088755710852356,439,6504,5
"journal",NA,NA,"Portland Press, Ltd.",0.069536392783669,0.0468893554862015,0.0638204173458369,0.0757229021165746,489,7100,9
"journal",NA,NA,"Professionalnye Izdaniya",0.0392327112096173,0.122827136616723,0.0310998634440631,0.0493839586218774,69,1764,5
"journal",NA,NA,"Psychology Press Ltd",0.0153846153846154,0.269341127303542,0.00913213216101835,0.0258064843308862,14,910,7
"journal",NA,NA,"PsychOpen",0.0244880722493682,0.36928029343232,0.0120263932608205,0.0492191808387582,95,3277,5
"journal",NA,NA,"Public Library of Science",0.0514266796748961,0.110852670181303,0.0418036430969424,0.0631189817015943,282,5452,5
"journal",NA,NA,"Quintessence Publishing Company",0.0444966454460818,0.111932898107376,0.0360473466223675,0.0548137966669504,905,19792,9
"journal",NA,NA,"Radiological Society of North America Inc.",0.0153846153846154,0.318688719599549,0.00829723177039285,0.0283528637542244,10,650,5
"journal",NA,NA,"RCN Publishing Company Ltd.",0.0276768025237059,0.33420746139714,0.0145697880480066,0.0519532735817351,216,7975,5
"journal",NA,NA,"Rockefeller University Press",0.044186108627648,0.18275421816839,0.0312997701332628,0.0620380731445154,672,17228,8
"journal",NA,NA,"Routledge",0.0169351478018574,0.0508657789204139,0.0153528992285796,0.0186773676251725,394,24561,176
"journal",NA,NA,"Royal Society of Chemistry",0.0335304316301921,0.0693105413556939,0.0293964965806808,0.0382228151913829,738,21987,20
"journal",NA,NA,"S. Karger AG",0.0492878418249908,0.0349518594423298,0.0461751495367972,0.0525987914082747,2181,43697,43
"journal",NA,NA,"Sage Periodicals Press",0.0156853245653021,0.318739370769841,0.00845976785666207,0.0289023978891797,10,638,5
"journal",NA,NA,"Sage Publications",0.0225227962822615,0.176254742150855,0.0160494674934174,0.0315234041162721,33,1569,7
"journal",NA,NA,"SAGE Publications",0.0185451517895742,0.0309999516599846,0.0174710187725463,0.0196840003949122,1062,60849,370
"journal",NA,NA,"Schweizerbart Science Publishers",0.139966646376906,0.111058936957898,0.115757021610181,0.168275953164889,198,1437,5
"journal",NA,NA,"Science Press",0.0720066717037945,0.204727169258423,0.0493821253171789,0.103864181346946,819,8828,12
"journal",NA,NA,"Sciendo",0.0221415314698553,0.292053556521871,0.0126131212022144,0.0385867495921451,447,13305,11
"journal",NA,NA,"Shiraz University of Medical Sciences",0.0664523696536227,0.157191118733599,0.0497083754692701,0.0883123396940316,372,5830,5
"journal",NA,NA,"Slack Incorporated",0.0137838433382974,0.210085036186453,0.00917425465701211,0.0206612159188387,23,2393,12
"journal",NA,NA,"SOLEN S.R.O.",0.131393497602819,0.306966460659521,0.0765383892544698,0.216352483124191,409,2682,5
"journal",NA,NA,"South African Medical Association",0.0539816111786477,0.187957329174502,0.0379788084107417,0.0761933254518698,187,3417,6
"journal",NA,NA,"Spandidos Publications",0.0892791209346249,0.0369900478755535,0.0835572196653339,0.0953520831481129,1118,12500,7
"journal",NA,NA,"Springer",0.00775939088054586,0.0345267314328908,0.00725536017022663,0.00829814397898481,7706,860822,826
"journal",NA,NA,"Springer India",0.00703372776475647,0.0684408501740984,0.00615619313866235,0.00803533922276873,215,30604,31
"journal",NA,NA,"Tarbiat Modares University",0.137079463203721,0.048769583047371,0.126159768009967,0.148783382478072,914,6692,6
"journal",NA,NA,"Taylor and Francis Inc.",0.0155988026983876,0.269371702400865,0.00925954020927369,0.0261634382635481,14,898,7
"journal",NA,NA,"Taylor and Francis Ltd.",0.017494583188375,0.0300236585438913,0.0165113212347534,0.0185352956153066,1132,69139,442
"journal",NA,NA,"Tech Science Press",0.103520741030262,0.0438190088224954,0.0958174161990728,0.111766827234428,581,5616,5
"journal",NA,NA,"Teheran University of Medical Sciences",0.0188810996255441,0.323065551988905,0.0101134001383938,0.0349812473173281,212,9496,8
"journal",NA,NA,"Tehran University of Medical Sciences",0.0134185800440816,0.339749402718476,0.00693991163584494,0.0257882694586392,353,16903,14
